source,target,interaction,effect_size,pvalue,qvalue
C14STRr,Cholesterol Metabolism,in_pathway,-1.014359323472942,4.099345893681085e-06,0.00016971292000614763
FADtru,"Transport, Endoplasmic Reticular",in_pathway,-1.014359323472942,4.099345893681085e-06,0.00016971292000614763
FADH2tru,"Transport, Endoplasmic Reticular",in_pathway,-1.014359323472942,4.099345893681085e-06,0.00016971292000614763
LNS14DMr,Cholesterol Metabolism,in_pathway,-1.014359323472942,4.099345893681085e-06,0.00016971292000614763
PSFLIPm,"Transport, Mitochondrial",in_pathway,-1.014359323472824,4.099345893686793e-06,0.00016971292000614763
PSDm_hs,Glycerophospholipid Metabolism,in_pathway,-1.014359323472824,4.099345893686793e-06,0.00016971292000614763
PE_HStm,"Transport, Mitochondrial",in_pathway,1.014359323472824,4.099345893686793e-06,0.00016971292000614763
CDS,Glycerophospholipid Metabolism,in_pathway,-1.014359323472656,4.0993458937035975e-06,0.00016971292000614763
DGK1,Nucleotides,in_pathway,1.0143593234723896,4.09934589372182e-06,0.00016971292000614763
CLS_hs,Glycerophospholipid Metabolism,in_pathway,-1.0143593234702473,4.0993458938683005e-06,0.00016971292000614763
EX_arg__L_e,Extracellular exchange,in_pathway,0.9702214174132782,6.563092686939301e-06,0.0002658052538210417
PROD2m,Arginine and Proline Metabolism,in_pathway,-0.9607011655314265,0.00046802071819825866,0.014411943768650511
DNDPt34m,"Transport, Mitochondrial",in_pathway,-0.9431309239266074,1.0212348775833086e-05,0.0004091528122446675
PGI,Glycolysis/Gluconeogenesis,in_pathway,-0.9340009357054059,0.0008026435841600236,0.021990073489560648
HEX1,Glycolysis/Gluconeogenesis,in_pathway,-0.9322645774804628,0.0016608873987558085,0.04238675649153522
EX_pyr_e,Extracellular exchange,in_pathway,0.9288018419656501,1.2982890042431204e-05,0.0004987035907020481
PYRt2,"Transport, Extracellular",in_pathway,-0.9288018419656501,1.2982890042431204e-05,0.0004987035907020481
CSNATp,Fatty Acid Metabolism,in_pathway,-0.9284898825248046,0.0002331396427851917,0.007619985166821266
CRNCARtp,"Transport, Peroxisomal",in_pathway,-0.9284898825248046,0.0002331396427851917,0.007619985166821266
CSNATr_copy2,Carnitine shuttle,in_pathway,0.9262013326934841,0.00024190386875290842,0.007837685347594233
