reaction_id,reaction_name,flux_baseline,flux_microbiome,flux_delta,flux_delta_pct,microbiome_attributable
NTD1,5'-nucleotidase (dUMP),0.0,0.0,0.0,,False
NOt,NO transport (diffusion),0.0,0.0,0.0,,False
NOS2,Nitric Oxide Synthase (NO forming),0.0,0.0,0.0,,False
MI145PK,"Inositol-1,4,5-trisphosphate 3-kinase",0.0,0.0,0.0,,False
NOS1,"L-Arginine,NADPH:oxygen oxidoreductase (N-(omega)-hydroxyarginine-forming)",0.0,0.0,0.0,,False
NTD5l,"5'-nucleotidase (dTMP), lysosomal",0.0,0.0,0.0,,False
NTD5,5'-nucleotidase (dTMP),0.0,0.0,0.0,,False
ORNTArm,L-Ornithine:2-oxo-acid aminotransferase,0.0,0.0,0.0,,False
MI1P_Dtn,Inositol 1-phosphate nuclear transport (diffusion),0.0,0.0,0.0,,False
ORNDC,Ornithine Decarboxylase,0.0,0.0,0.0,,False
MI14Ptn,"Inositol 1,4-bisphosphate nuclear transport (diffusion)",0.0,0.0,0.0,,False
MI14PP,"D-myo-Inositol-1,4-bisphosphate 1-phosphohydrolase",0.0,0.0,0.0,,False
MI14P4P,"Inositol-1,4-bisphosphate 4-phosphatase",0.0,0.0,0.0,,False
NTD4l,"5'-nucleotidase (CMP), lysosome",0.0,0.0,0.0,,False
NTD4e,"5'-nucleotidase (CMP), extracellular",0.0,0.0,0.0,,False
ORETNtn2,"13-cis-4-oxo-retinoic acid transport, Nuclear",0.0,0.0,0.0,,False
ORETNtn,"4-oxo-retinoic acid transport, Nuclear",0.0,0.0,0.0,,False
ORETNF2,13-cis-4-oxo-retinoic acid formation (oxidation),0.0,0.0,0.0,,False
NTD4,5'-nucleotidase (CMP),0.0,0.0,0.0,,False
NTD3l,"5'-nucleotidase (dCMP), lysosomal",0.0,0.0,0.0,,False
NTD2m,"5'-nucleotidase (UMP), mitochondrial",0.0,0.0,0.0,,False
NTD8l,"5'-nucleotidase (dGMP), lysosomal",0.0,0.0,0.0,,False
NTD8,5'-nucleotidase (dGMP),0.0,0.0,0.0,,False
NTD7l,"5'-nucleotidase (AMP), lysosome",0.0,0.0,0.0,,False
OXAtp,Oxalate transport out of peroxisome,0.0,0.0,0.0,,False
MI3456PK,"Inositol-3,4,5,6-tetrakisphosphate 1-kinase",0.0,0.0,0.0,,False
OXAHCOtex,Oxalate transport via bicarbonate countertransport,0.0,0.0,0.0,,False
NTD7e,"5'-nucleotidase (AMP), extracellular",0.0,0.0,0.0,,False
NTD6l,"5'-nucleotidase (dAMP), lysosome",0.0,0.0,0.0,,False
NTD6,5'-nucleotidase (dAMP),0.0,0.0,0.0,,False
ORPT,Orotate phosphoribosyltransferase,0.0,0.0,0.0,,False
ORNt,Ornithine transport via diffusion,0.0,0.0,0.0,,False
MI1PS,Myo Inositol 1 phosphate synthase,0.008466286610394216,0.008466286610394216,0.0,0.0,False
ORNt4m,Ornithine mitochondrial transport exchange with citruline,0.0,0.0,0.0,,False
ORNt3m,Ornithine mitochondrial transport via proton antiport,0.0,0.0,0.0,,False
NTD5m,"5'-nucleotidase (dTMP), mitochondrial",0.0,0.0,0.0,,False
MI1PP,Myo-inositol 1-phosphatase,0.008466286610394216,0.008466286610394216,0.0,0.0,False
NTPP10,Nucleoside triphosphate pyrophosphorylase (ditp),0.0,0.0,0.0,,False
P45019A1r,Aromatase,0.0,0.0,0.0,,False
P45017A4r,Cytochrome P450 17A1,0.0,0.0,0.0,,False
MI34PP,"D-myo-Inositol-3,4-bisphosphate 4-phosphohydrolase",0.0,0.0,0.0,,False
P45017A3r,Cytochrome P450 17A1,0.0,0.0,0.0,,False
NTP3e,Nucleoside-triphosphatase (GTP),0.0,0.0,0.0,,False
NTMELYStner,Protein trimethyl lysine transport (nucleus to ER),0.0,0.0,0.0,,False
NTD9l,"5'-nucleotidase (GMP), lysosome",0.0,0.0,0.0,,False
P45017A2r,Cytochrome P450 17A1,0.0,0.0,0.0,,False
P45017A1r,Cytochrome P450 17A1,0.0,0.0,0.0,,False
P45011B21m,Steroid 11-beta-hydroxylase,0.0,0.0,0.0,,False
P45011B12m,Steroid 11-beta-hydroxylase,0.0,0.0,0.0,,False
P45011B11m,Steroid 11-beta-hydroxylase,0.0,0.0,0.0,,False
P45011A1m,"Cytochrome P450 11A1, mitochondrial [Precursor]",0.0,0.0,0.0,,False
NTD9e,"5'-nucleotidase (GMP), extracellular",0.0,0.0,0.0,,False
NTD9,5'-nucleotidase (GMP),0.0,0.0,0.0,,False
MI4PP,1D-myo-Inositol 4-phosphate phosphohydrolase,0.0,0.0,0.0,,False
P45027A13m,"5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase",0.0,0.0,0.0,,False
O2Stn,Superoxide anion transport via diffusion (nucleus),0.0,0.0,0.0,,False
O2Stm,Superoxide anion transport via diffusion (mitochondria),0.0,0.0,0.0,,False
P45027A12m,"5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase",0.0,0.0,0.0,,False
P45027A11m,"5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase",0.0,0.0,0.0,,False
P45021A2r,Steroid 21-hydroxylase,0.0,0.0,0.0,,False
P45021A1r,Steroid 21-hydroxylase,0.0,0.0,0.0,,False
O2St,Superoxide anion transport via diffusion (extracellular),0.0,0.0,0.0,,False
O16G2e,"Oligo-1,6-glucosidase (strch2 ->strch3), extracellular",0.0,0.0,0.0,,False
MI3PP,1D-myo-Inositol 3-phosphate phosphohydrolase,0.0,0.0,0.0,,False
O16G1e,"Oligo-1,6-glucosidase (glygn4 -> glygn5), extracellular",0.0,0.0,0.0,,False
P4501B1r,Cytochrome P450 1B1,0.0,0.0,0.0,,False
P45019A2r,Aromatase,0.0,0.0,0.0,,False
NTPP9,Nucleoside triphosphate pyrophosphorylase (itp),0.0,0.0,0.0,,False
NTPP11,Nucleoside triphosphate pyrophosphorylase (xtp),0.0,0.0,0.0,,False
P4502F1,Cytochrome P450 2F1,0.0,0.0,0.0,,False
P4502E1,Cytochrome P450 2E1,0.0,0.0,0.0,,False
O2tp,O2 transport glycosome,0.12499999999999914,0.12499999999999914,0.0,0.0,False
O2tn,"O2 transport (diffusion), nucleus",0.0,0.0,0.0,,False
O2tm,O2 transport  diffusion ,0.05,0.05,0.0,0.0,False
O2ter,O2  transport  endoplasmic reticulum,0.15333760564548357,0.15333760564548357,0.0,0.0,False
O2t,O2 transport  diffusion ,15.0,15.0,0.0,0.0,False
O2Stx,Superoxide anion transport via diffusion (peroxisome),0.0,0.0,0.0,,False
P4502D6,Cytochrome P450 2D6,0.0,0.0,0.0,,False
P4502C8,Cytochrome P450 2C8,0.0,0.0,0.0,,False
P4502C19,Cytochrome P450 2C19,0.0,0.0,0.0,,False
P4502C18,Cytochrome P450 2C18,0.0,0.0,0.0,,False
P45027A1m,Cytochrome P450 27,0.0,0.0,0.0,,False
P45027A16m,Cytochrome P450 27,0.0,0.0,0.0,,False
P45027A15m,"5-beta-cytochrome P450, family 27, subfamily A, polypeptide 1",0.0,0.0,0.0,,False
P45027A14m,"5-beta-cytochrome P450, family 27, subfamily A, polypeptide 1",0.0,0.0,0.0,,False
OCCOAtm,"Octanoyl-CoA transport, diffusion",0.0,0.0,0.0,,False
MLTG1,Maltodextrin glucosidase (maltotriose),0.0,0.0,0.0,,False
OCBTm,"Ornithine carbamoyltransferase, irreversible",0.0,0.0,0.0,,False
OBDHc,"2-Oxobutanoate dehydrogenase, cytosolic",0.0,0.0,0.0,,False
P45046A1r,"Cytochrome P450, family 46, subfamily A, polypeptide 1",0.0,0.0,0.0,,False
P4503A7r,Cytochrome p450 P450 3A7,0.0,0.0,0.0,,False
MINOHPtn,Inositol hexakisphosphate nuclear transport  diffusion ,0.0,0.0,0.0,,False
P4503A5,Cytochrome P450 3A5,0.0,0.0,0.0,,False
OAGT3tg,Oagt3 hs intracellular transport,0.0,0.0,0.0,,False
OAGT3te,Oagt3 hs transport,0.0,0.0,0.0,,False
OAGD3tg,Oagd3 hs intracellular transport,0.0,0.0,0.0,,False
P4503A43r,Cytochrome p450 P450 3A43,0.0,0.0,0.0,,False
P4503A4,Cytochrome P450 3A4,0.0,0.0,0.0,,False
MICITDr,2-methylisocitrate dehydratase,0.0,0.0,0.0,,False
P45039A1r,Oxysterol 7-alpha-hydroxylase,0.0,0.0,0.0,,False
OAGD3te,Oagd3 hs transport,0.0,0.0,0.0,,False
P4507B11r,Oxysterol 7alpha-hydroxylase,0.0,0.0,0.0,,False
P4507A1r,"Cytochrome P450, family 7, subfamily A, polypeptide 1",0.0,0.0,0.0,,False
P4504F81r,Cytochrome p450 4F8,0.0,0.0,0.0,,False
P4504F123r,Cytochrome p450 4F12/4F2,0.0,0.0,0.0,,False
OIVD1m,"2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate), mitochondrial",0.0,0.0,0.0,,False
ODECOAtx,Fatty acid intracellular transport,0.0,0.0,0.0,,False
OCTAt,Octanoate transport via diffusion,0.0,0.0,0.0,,False
OCOAT1m,3-oxoacid CoA-transferase,-8.70322245067724,-8.70322245067724,0.0,0.0,False
MLTG1ly,"Maltodextrin glucosidase (maltotriose), lysosome",0.0,0.0,0.0,,False
OCDCEAt,Octadecenoate  n C181  transport in via uniport,0.0,0.0,0.0,,False
OCDCAt,Octadecanoate  n C180  transport in via uniport,0.0,0.0,0.0,,False
P4504F122r,Cytochrome p450 4F12/4F2,0.0,0.0,0.0,,False
P4504F121r,Cytochrome p450 4F12/4F2,0.0,0.0,0.0,,False
MLTG1e,"Maltodextrin glucosidase (maltotriose), extracellular",0.0,0.0,0.0,,False
P4504B1r,Cytochrome P450 4B1,0.0,0.0,0.0,,False
OCCOAtx,Fatty acid intracellular transport,0.0,0.0,0.0,,False
ORETNF,4-oxo-retinoic acid formation (oxidation),0.0,0.0,0.0,,False
P5CR,Pyrroline-5-carboxylate reductase,0.0,0.0,0.0,,False
OPAH,5-Oxoproline amidohydrolase (ATP-hydrolysing) (ir),0.0,0.0,0.0,,False
ONPTHLte,Xenobiotic transport,0.0,0.0,0.0,,False
P5CDm,1 pyrroline 5 carboxylate dehydrogenase  mitochondrial,0.0,0.0,0.0,,False
MM5bg,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0.0,0.0,0.0,,False
P450SCC1m,Cholesterol monooxygenase,0.0,0.0,0.0,,False
P450LTB4r,Cytochrome p450 leukotriene B4,0.0,0.0,0.0,,False
P4508B13r,Sterol 12-alpha-hydroxylase (nadh),0.0,0.0,0.0,,False
P4508B11r,Sterol 12-alpha-hydroxylase,0.0,0.0,0.0,,False
OMPDC,Orotidine-5'-phosphate decarboxylase,0.0,0.0,0.0,,False
OMEPRAZOLEte,Xenobiotic transport,0.0,0.0,0.0,,False
MM5ag,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0.0,0.0,0.0,,False
OIVD3m,"2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate), mitochondrial",0.0,0.0,0.0,,False
P4507B12r,Oxysterol 7alpha-hydroxylase,0.0,0.0,0.0,,False
OIVD2m,"2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate), mitochondrial",0.0,0.0,0.0,,False
PCHOLPg_hs,Choline phosphatase,0.0,0.0,0.0,,False
PCHOLP_hs,Choline phosphatase,0.0,0.0,0.0,,False
PAIL45P_HStn,"Phosphatidylinositol 4,5-bisphosphate nuclear transport (diffusion)",0.0,0.0,0.0,,False
PAFt,"1-Alkyl 2-Acteylglycerol 3-Phosphocholine Transport, Vescicular",0.0,0.0,0.0,,False
PAFS,Alkyl glycerol phosphocholine acetyl transferase,0.0,0.0,0.0,,False
PAFHe,Platelet-activating factor acetylhydrolase,0.0,0.0,0.0,,False
PAFH,Platelet-activating factor acetylhydrolase,0.0,0.0,0.0,,False
MM6B1bg,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0.0,0.0,0.0,,False
PACCOAL,Phenylacetate-CoA ligase,0.0,0.0,0.0,,False
PCFLOPm,Phosphatidylcholine flippase,0.0,0.0,0.0,,False
PA_HStn,"Phosphatidate transport, nuclear",0.0,0.0,0.0,,False
P5CRxm,Pyrroline-5-carboxylate reductase (m),0.1,0.1,0.0,0.0,False
MM6B1ag,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0.0,0.0,0.0,,False
P5CRx,Pyrroline-5-carboxylate reductase(nadh),0.015239315898709587,0.015239315898709587,0.0,0.0,False
P5CRm,"Pyrroline-5-carboxylate reductase, mitochondria",0.1,0.1,0.0,0.0,False
MM5cg,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0.0,0.0,0.0,,False
PA_HStg,Phosphatidate scramblase,0.0,0.0,0.0,,False
MM6ag,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0.0,0.0,0.0,,False
PA_HSter,Phosphatidate scramblase,0.0,0.0,0.0,,False
PCREATtmdiffir,Phosphocreatine transport to/from mitochondria via diffusion,0.0,0.0,0.0,,False
PCLYSOX,"Procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase",0.0,0.0,0.0,,False
PAPtg,"Adenosine 3',5'-bisphosphate Golgi transport",0.0,0.0,0.0,,False
MM6B2g,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0.0,0.0,0.0,,False
PAPStg,3'-Phosphoadenylyl sufate Golgi transport,0.0,0.0,0.0,,False
PCLAD,Picolinic acid decarboxylase,0.0,0.0,0.0,,False
PAN4PP,Phosphatase (pan4p),0.0,0.0,0.0,,False
PAIL_HStn,Phosphatidylinositol nuclear transport (diffusion),0.0,0.0,0.0,,False
PAIL4P_HStn,Phosphatidylinositol 4-phosphate nuclear transport (diffusion),0.0,0.0,0.0,,False
PCHOL_HStg,Phosphatidylcholine scramblase,0.0,0.0,0.0,,False
PCHOL_HSter,Phosphatidylcholine scramblase,0.0,0.0,0.0,,False
PCHOLPr_hs,Choline phosphatase,0.0,0.0,0.0,,False
PCHOLPm_hs,Choline phosphatase,0.0,0.0,0.0,,False
PDE4,"3',5'-cyclic-nucleotide phosphodiesterase",0.0,0.0,0.0,,False
PHEMEtm,Protoheme transport (mitochondria),0.0,0.0,0.0,,False
PHEMEt,Heme transport,0.0,0.0,0.0,,False
PHEACGLNt,PHEACGLN extracellular transport via diffusion,0.0,0.0,0.0,,False
PHCHGSm,L 1 Pyrroline 3 hydroxy 5 carboxylate spontaneous conversion to L 4 Hydroxyglutamate semialdehyde  mitochondrial,0.0,0.0,0.0,,False
PHCDm,L 1 pyrroline 3 hydroxy 5 carboxylate dehydrogenase,0.0,0.0,0.0,,False
MM7B1g,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0.0,0.0,0.0,,False
PHACCOAGLNAC,Phenylacetyl-CoA:L-glutamine alpha-N-phenylacetyltransferase,0.0,0.0,0.0,,False
PDE1g,"3',5'-cyclic-nucleotide phosphodiesterase,Golgi",0.0,0.0,0.0,,False
PDE1,"3',5'-cyclic-nucleotide phosphodiesterase",0.0,0.0,0.0,,False
PCt,Phosphatidylcholine transporter,0.0,0.0,0.0,,False
MM7Ag,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0.0,0.0,0.0,,False
PCm,Pyruvate carboxylase,0.0,0.0,0.0,,False
PCRNtm,Transport into the mitochondria from cytosol (carnitine),0.0,0.0,0.0,,False
MM6bg,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0.0,0.0,0.0,,False
PCRNtc,Transport into the cytosol from peroxisome (carnitine),0.0,0.0,0.0,,False
PEPCKm,Phosphoenolpyruvate carboxykinase (GTP),0.0,0.0,0.0,,False
PEPCK_re,Phosphoenolpyruvate carboxykinase (GTP),0.0,0.0,0.0,,False
PHEt4,L-phenylalanine transport in via sodium symport,0.23949809307680803,0.23949809307680803,0.0,0.0,False
PHETHPTOX2,"L-Phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase (4-hydroxylating)",0.05408641630917471,0.05408641630917471,0.0,0.0,False
MM7Cag,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0.0,0.0,0.0,,False
PHETA1m,"L-Phenylalanine:2-oxoglutarate aminotransferase, mitochondria",0.0,0.0,0.0,,False
PHETA1,Phenylalanine transaminase,0.0,0.0,0.0,,False
PEFLIPm,Phosphatidylethanolamine flippase,0.0,0.0,0.0,,False
PEFLIP,Phosphatidylethanolamine flippase,0.0,0.0,0.0,,False
MM7B2g,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0.0,0.0,0.0,,False
PECGONCOATr,Pseudoecgonine CoA transferase (ER),0.0,0.0,0.0,,False
PEAMNO,Phenethylamine oxidase,0.0,0.0,0.0,,False
PDXPP,Pyridoxine 5-phosphate phosphatase,0.0,0.0,0.0,,False
PDX5POi,Pyridoxine 5'-phosphate oxidase,0.0,0.0,0.0,,False
PDHm,Pyruvate dehydrogenase,16.407551250692467,16.407551250692467,0.0,0.0,False
PDE4g,"3',5'-cyclic-nucleotide phosphodiesterase, Golgi",0.0,0.0,0.0,,False
PI34P3Pn,"Phosphatidylinositol-3,4-bisphosphate 3-phosphatase, nuclear",0.0,0.0,0.0,,False
PI345P5Pn,"Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase, nuclear",0.0,0.0,0.0,,False
PI345P3Pn,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase, nuclear",0.0,0.0,0.0,,False
PI345P3P,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase",0.0,0.0,0.0,,False
PHYTt,Fatty acid transport via diffusion,0.0,0.0,0.0,,False
PE_HSter,Phosphatidylethanolamine scramblase,0.0,0.0,0.0,,False
PETOHMr_hs,Phosphatidylethanolamine N-methyltransferase,0.0,0.0,0.0,,False
PETOHMm_hs,Phosphatidylethanolamine N-methyltransferase,0.0,0.0,0.0,,False
PETHCT,Phosphoethanolamine cytidyltransferase,0.024552231170143227,0.024552231170143227,0.0,0.0,False
PEROXx,Peroxisomal lumped long chain fatty acid oxidation,0.0,0.0,0.0,,False
PHYQt,Phylloquinone transport,0.0,0.0,0.0,,False
PHYHx,"Phytanoyl-CoA dioxygenase, peroxisomal",0.0,0.0,0.0,,False
MM7Cbg,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0.0,0.0,0.0,,False
PHYCBOXL,L-Phenylalanine carboxy-lyase,0.0,0.0,0.0,,False
PERILLYLte,Xenobiotic transport,0.0,0.0,0.0,,False
PEPLYStn,Peptide (lysine) nuclear transport via diffusion,0.0,0.0,0.0,,False
PI3P4K,Phosphatidylinositol 3-phosphate 4-kinase,0.0,0.0,0.0,,False
PI3P3Pn,"Phosphatidylinositol-3-phosphate 3-phosphatase, nuclear",0.0,0.0,0.0,,False
PGDIr,Prostaglandin-H2 D-isomerase [Precursor],0.0,0.0,0.0,,False
PGDI,Prostaglandin-H2 D-isomerase [Precursor],0.0,0.0,0.0,,False
MM8Ber,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, endoplasmic reticulum",0.0,0.0,0.0,,False
PGCD,Phosphoglycerate dehydrogenase,0.0,0.0,0.0,,False
PI35P3P,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase",0.0,0.0,0.0,,False
PI34P5Kn,"Phosphatidylinositol 3,4-bisphosphate 5-kinase, nuclear",0.0,0.0,0.0,,False
PI34P5K,"Phosphatidylinositol 3,4-bisphosphate 5-kinase",0.0,0.0,0.0,,False
PFK26,6 phosphofructo 2 kinase,0.0,0.0,0.0,,False
PFK,Phosphofructokinase,11.949041724692924,11.949041724692924,0.0,0.0,False
MM8Ag,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0.0,0.0,0.0,,False
PEt,Phosphatidylethanolamine Transport,0.0,0.0,0.0,,False
PI34P4Pn,"Phosphatidylinositol-3,4-bisphosphate 4-phosphatase, nuclear",0.0,0.0,0.0,,False
PE_HStm,Phosphatidylethanolamine scramblase,-0.02201234518702496,-0.02201234518702496,0.0,0.0,False
PE_HStg,Phosphatidylethanolamine scramblase,0.0,0.0,0.0,,False
PGLer,"6-phosphogluconolactonase, endoplasmic reticulum",0.0,0.0,0.0,,False
PGLYCt,Phosphatidylglycerol Transport,0.0,0.0,0.0,,False
PGLYCP,Phosphoglycolate phosphatase,0.0,0.0,0.0,,False
PGL,6-phosphogluconolactonase,0.0,0.0,0.0,,False
PI45P5P,"Phosphatidylinositol-4,5-bisphosphate 5-phosphatase",0.0,0.0,0.0,,False
PI45P4P,"Phosphatidylinositol-4,5-bisphosphate 4-phosphatase",0.0,0.0,0.0,,False
PI45P3Kn,"Phosphatidylinositol 4,5-bisphosphate 3-kinase, nuclear",0.0,0.0,0.0,,False
PI45P3K,"Phosphatidylinositol 4,5-bisphosphate 3-kinase",0.0,0.0,0.0,,False
PI3PP,Phosphatidylinositol-3-phosphate 3-phosphatase,0.0,0.0,0.0,,False
PI3P5K,Phosphatidylinositol 3-phosphate 5-kinase,0.0,0.0,0.0,,False
PGK,Phosphoglycerate kinase,-25.142646812262758,-25.142646812262758,0.0,0.0,False
PGISr,Prostaglandin I2 synthase,0.0,0.0,0.0,,False
MM8Cg,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0.0,0.0,0.0,,False
PGI,Glucose-6-phosphate isomerase,10.991533713389606,10.991533713389606,0.0,0.0,False
PGESr,Prostaglandin E synthase,0.0,0.0,0.0,,False
PI3P4Kn,"Phosphatidylinositol 3-phosphate 4-kinase, nuclear",0.0,0.0,0.0,,False
MMCDm,"Methylmalonyl-CoA decarboxylase, mitochondrial",0.0,0.0,0.0,,False
PI4P5K,Phosphatidylinositol 4-phosphate 5-kinase,0.0,0.0,0.0,,False
PI4P4Pn,"Phosphatidylinositol-4-phosphate 4-phosphatase, nuclear",0.0,0.0,0.0,,False
PI4P3Kn,"Phosphatidylinositol 4-phosphate 3-kinase, nuclear",0.0,0.0,0.0,,False
PI4P3Ker,"Phosphatidylinositol 4-phosphate 3-kinase, endoplasmic reticulum",0.0,0.0,0.0,,False
MMCD,Methylmalonyl-CoA decarboxylase,0.0,0.0,0.0,,False
PGSr,Prostaglandin G/H synthase,0.0,0.0,0.0,,False
PI4P3K,Phosphatidylinositol 4-phosphate 3-kinase,0.0,0.0,0.0,,False
PGS,Prostaglandin G/H synthase,0.0,0.0,0.0,,False
PGPP_hs,Phosphatidylglycerol phosphate phosphatase (homo sapiens),0.0033865146441576866,0.0033865146441576866,0.0,0.0,False
PI45PLCn,"Phosphatidylinositol 4,5-bisphosphate phospholipase C, nucleus",0.0,0.0,0.0,,False
PI45PLC,"Phosphatidylinositol 4,5-bisphosphate phospholipase C",0.0,0.0,0.0,,False
PI45P5Pn,"Phosphatidylinositol-4,5-bisphosphate 5-phosphatase, nuclear",0.0,0.0,0.0,,False
PGPPT,Phosphatidyl-CMP: glycerophosphate phosphatidyltransferase,0.0033865146441576866,0.0033865146441576866,0.0,0.0,False
PGMT,Phosphoglucomutase,1.0,1.0,0.0,0.0,False
PGM,Phosphoglycerate mutase,-25.142646812262758,-25.142646812262758,0.0,0.0,False
LCARR,"Lacaldehyde reductase (R-propane-1,2-diol forming)",0.0,0.0,0.0,,False
PI5P4K,Phosphatidylinositol-5-phosphate 4-kinase,0.0,0.0,0.0,,False
PI5P3Ker,"Phosphatidylinositol-5-phosphate 3-kinase, endoplasmic reticulum",0.0,0.0,0.0,,False
PI5P3K,Phosphatidylinositol-5-phosphate 3-kinase,0.0,0.0,0.0,,False
PI4PP,Phosphatidylinositol-4-phosphate 4-phosphatase,0.0,0.0,0.0,,False
PI4PLCn,"Phosphatidylinositol 4-phosphate phospholipase C, nucleus",0.0,0.0,0.0,,False
PIK5n,"Phosphatidylinositol 5-kinase, nuclear",0.0,0.0,0.0,,False
PIK5,Phosphatidylinositol 5-kinase,0.0,0.0,0.0,,False
PIK4n,"Phosphatidylinositol 4-kinase, nuclear",0.0,0.0,0.0,,False
PIK4,Phosphatidylinositol 4-kinase,0.0,0.0,0.0,,False
PIK3n,"Phosphatidylinositol 3-kinase, nuclear",0.0,0.0,0.0,,False
PIK3er,"Phosphatidylinositol 3-kinase, endoplasmic reticulum",0.0,0.0,0.0,,False
PIK3,Phosphatidylinositol 3-kinase,0.0,0.0,0.0,,False
PIACGT,Phosphatidylinositol N-acetylglucosaminyltransferase,0.0,0.0,0.0,,False
PI5P4Kn,"Phosphatidylinositol-5-phosphate 4-kinase, nuclear",0.0,0.0,0.0,,False
PI4P5Kn,"Phosphatidylinositol 4-phosphate 5-kinase, nuclear",0.0,0.0,0.0,,False
PIt7_copy2,Phosphate transport in/out via three Na+ symporter,0.0,0.0,0.0,,False
PIt7_copy1,Phosphate transport in/out via three Na+ symporter,0.0,0.0,0.0,,False
PIt2m_2,Phosphate mitochondrial transport via proton symport,12.980787805744075,12.980787805744075,0.0,0.0,False
PPPG9tm,Protoporphyrinogen IX mitochondrial transport,0.0,0.0,0.0,,False
PPOR,"Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)",0.0,0.0,0.0,,False
PPNCL3,4'-Phosphopantothenate:L-cysteine ligase,0.0,0.0,0.0,,False
PPMI1346Ptn,Diphosphatidylinositol tetrakisphosphate nuclear transport (diffusion),0.0,0.0,0.0,,False
PPMI12346Ptn,5-diphosphatidylinositol pentakisphosphate nuclear transport (diffusion),0.0,0.0,0.0,,False
PPM,Phosphopentomutase,-0.10252673085187011,-0.10252673085187011,0.0,0.0,False
PPItx,"Diphosphate transporter, peroxisome",-0.06095726359483835,-0.06095726359483835,0.0,0.0,False
PPItr,"Diphosphate transporter, endoplasmic reticulum",-0.030478631797419175,-0.030478631797419175,0.0,0.0,False
PTRCAT1,Putrescine acetyltransferase,0.0,0.0,0.0,,False
PPDOy,"Propane-1,2-diol:NADP+ 1-oxidoreductase",0.0,0.0,0.0,,False
MMCDp,"Methylmalonyl-CoA decarboxylase, peroxisomal",0.0,0.0,0.0,,False
PIt2m,Phosphate transporter  mitochondrial,0.0,0.0,0.0,,False
PIPLCn,"Phosphatidylinositol phospholipase C, nucleus",0.0,0.0,0.0,,False
PMANM,Phosphomannomutase,0.0,0.0,0.0,,False
PRDX,Peroxidase (multiple substrates),0.0,0.0,0.0,,False
PRASCSi,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,0.0,0.0,0.0,,False
PTRCOX1,Putrescine:oxygen oxidoreductase (deaminating),0.0,0.0,0.0,,False
PRAIS,Phosphoribosylaminoimidazole synthase,0.0,0.0,0.0,,False
PRAGSr,Phosphoribosylglycinamide synthase,0.0,0.0,0.0,,False
PPPItn,Inorganic triphosphate transport through nuclear pore,0.0,0.0,0.0,,False
PPPGOm,Protoporphyrinogen oxidase  mitochondrial,0.0,0.0,0.0,,False
PLYSPSer,Protein lysine peptidase (endoplasmic reticulum),0.0,0.0,0.0,,False
PLA2,Phospholipase A2,0.0,0.0,0.0,,False
PItx,"Phosphate transporter, peroxisome",-0.09143589539225752,-0.09143589539225752,0.0,0.0,False
PItn,"Phosphate transport, nuclear",0.0,0.0,0.0,,False
PItg,"Phosphate transport, Golgi apparatus",0.0,0.0,0.0,,False
PIter,"Phosphate transport, endoplasmic reticulum",0.0,0.0,0.0,,False
PIt9,Phosphate transport in/out via two Na+ symporter,0.0,0.0,0.0,,False
PIt8,Phosphate transport in/out via Na+ symporter,0.3013151404639306,0.3013151404639306,0.0,0.0,False
PRISTCOAtx,Pristcoa peroxisomal transport,0.0,0.0,0.0,,False
