column,group,dataset,full_name,PC1,PC2,PC3,PC4,PC5
HFD_GSE159090_GSM4819143_HFD_Male_Flux,HFD,GSE159090,HFD_GSE159090_GSM4819143_HFD_Male,7.943482020042974,6.860983074384752,0.4188205777385689,0.8184865637034645,-0.8774159585520906
HFD_GSE159090_GSM4819146_HFD_Male_Flux,HFD,GSE159090,HFD_GSE159090_GSM4819146_HFD_Male,8.735623946175831,4.614827870756501,4.481466016106741,2.7515557300315505,-1.3604065409364001
HFD_GSE159090_GSM4819157_HFD_Male_Flux,HFD,GSE159090,HFD_GSE159090_GSM4819157_HFD_Male,10.291609872076958,1.7583561554925218,4.800638315275336,-0.10218322735131527,-0.34586213687138756
HFD_GSE159090_GSM4819163_HFD_Male_Flux,HFD,GSE159090,HFD_GSE159090_GSM4819163_HFD_Male,9.644207408042721,3.552869030542609,6.572744593170508,1.8284348842868778,-1.7370399416367501
HFD_GSE159090_GSM4819167_HFD_Male_Flux,HFD,GSE159090,HFD_GSE159090_GSM4819167_HFD_Male,7.479560763010023,-3.590345935283712,-0.019171288436700035,-0.8652701259559277,-1.0026336868011587
HFD_GSE159090_GSM4819177_HFD_Male_Flux,HFD,GSE159090,HFD_GSE159090_GSM4819177_HFD_Male,9.687595404847753,5.027199196784967,4.839491108637834,3.1280397624398666,0.7631792867439082
HFD_GSE159090_GSM4819184_HFD_Male_Flux,HFD,GSE159090,HFD_GSE159090_GSM4819184_HFD_Male,10.113766758030241,-1.582175681679019,5.08499692372538,-4.206505710798005,-2.252932786824076
HFD_GSE159090_GSM4819189_HFD_Male_Flux,HFD,GSE159090,HFD_GSE159090_GSM4819189_HFD_Male,7.535427326053345,-19.860820316976984,10.672434496430956,-16.05864615205122,-11.29302954981191
HFD_GSE159090_GSM4819197_HFD_Male_Flux,HFD,GSE159090,HFD_GSE159090_GSM4819197_HFD_Male,8.852807704134003,-1.2476029795997536,8.191620768400838,1.0386268111583803,0.07822165780022276
HFD_GSE159090_GSM4819202_HFD_Male_Flux,HFD,GSE159090,HFD_GSE159090_GSM4819202_HFD_Male,7.929814956401232,-1.0052198028762174,0.7696283975269925,-3.3758552843764527,-3.877142533491913
