reaction_id,reaction_name,subsystem,compartment,gpr,compartment_readable
EX_hco3_e,EX hco3 LPAREN e RPAREN ,Extracellular exchange,e,,extracellular
EX_glyc_e,Glycerol exchange,Extracellular exchange,e,,extracellular
EX_glyc__S_e,(S)-Glycerate exchange,Extracellular exchange,e,,extracellular
EX_glygn2_e,"Glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]}) exchange",Extracellular exchange,e,,extracellular
EX_glygn4_e,"Glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]}) exchange",Extracellular exchange,e,,extracellular
EX_ribflv_e,Riboflavin exchange,Extracellular exchange,e,,extracellular
EX_hcoumarin_e,Hydroxy coumarin exchange,Extracellular exchange,e,,extracellular
EX_glygn5_e,"Glycogen, structure 5 (glycogenin-2[1,4-Glc]) exchange",Extracellular exchange,e,,extracellular
EX_gmp_e,GMP exchange,Extracellular exchange,e,,extracellular
EX_hdca_e,Hexadecanoate (n-C16:0) exchange,Extracellular exchange,e,,extracellular
EX_gp1c_hs_e,GP1c (homo sapiens) exchange,Extracellular exchange,e,,extracellular
EX_gp1calpha_hs_e,GP1c alpha  (homo sapiens) exchange,Extracellular exchange,e,,extracellular
EX_s2l2fn2m2masn_e,PA6 exchange,Extracellular exchange,e,,extracellular
EX_hdcea_e,Hexadecenoate (n-C16:1) exchange,Extracellular exchange,e,,extracellular
EX_s2l2n2m2masn_e,De-Fuc form of PA6 exchange,Extracellular exchange,e,,extracellular
EX_sarcs_e,Sarcosine exchange,Extracellular exchange,e,,extracellular
EX_sel_e,Selenate exchange,Extracellular exchange,e,,extracellular
EX_hestratriol_e,"4,17 dihydroxy estradiol exchange",Extracellular exchange,e,,extracellular
EX_ser__D_e,D-Serine exchange,Extracellular exchange,e,,extracellular
EX_thymd_e,Thymidine exchange,Extracellular exchange,e,,extracellular
EX_ser__L_e,L-Serine exchange,Extracellular exchange,e,,extracellular
EX_hexc_e,Hexacosanoate  n C260  exchange,Extracellular exchange,e,,extracellular
EX_sl__L_e,L-sulfolactate exchange,Extracellular exchange,e,,extracellular
EX_thyox__L_e,L-Thyroxine exchange,Extracellular exchange,e,,extracellular
EX_tmndnc_e,Timnodonic acid exchange,Extracellular exchange,e,,extracellular
EX_so4_e,Sulfate exchange,Extracellular exchange,e,,extracellular
EX_his__L_e,L-Histidine exchange,Extracellular exchange,e,,extracellular
EX_spc_hs_e,Sphingosylphosphorylcholine (homo sapiens) exchange,Extracellular exchange,e,,extracellular
EX_sph1p_e,Sphinganine 1-phosphate exchange,Extracellular exchange,e,,extracellular
EX_sphs1p_e,Sphingosine 1-phosphate exchange,Extracellular exchange,e,,extracellular
EX_srtn_e,Serotonin exchange,Extracellular exchange,e,,extracellular
EX_tolbutamide_e,Tolbutamide exchange,Extracellular exchange,e,,extracellular
EX_tre_e,Trehalose exchange,Extracellular exchange,e,,extracellular
EX_triodthy_e,Triiodothyronine exchange,Extracellular exchange,e,,extracellular
EX_triodthysuf_e,Triiodothyronine sulfate exchange,Extracellular exchange,e,,extracellular
EX_trp__L_e,L-Tryptophan exchange,Extracellular exchange,e,,extracellular
EX_strch1_e,"Starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]}) exchange",Extracellular exchange,e,,extracellular
EX_strch2_e,"Starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]}) exchange",Extracellular exchange,e,,extracellular
EX_hista_e,Histamine exchange,Extracellular exchange,e,,extracellular
EX_strdnc_e,Stearidonic acid exchange,Extracellular exchange,e,,extracellular
EX_succ_e,Succinate exchange,Extracellular exchange,e,,extracellular
EX_tststerone_e,Testosterone exchange,Extracellular exchange,e,,extracellular
EX_tststeroneglc_e,Testosterone glucuronide exchange,Extracellular exchange,e,,extracellular
EX_sucr_e,Sucrose exchange,Extracellular exchange,e,,extracellular
EX_tststerones_e,Testosterone sulfate exchange,Extracellular exchange,e,,extracellular
EX_hom__L_e,L-Homoserine exchange,Extracellular exchange,e,,extracellular
EX_tsul_e,Thiosulfate exchange,Extracellular exchange,e,,extracellular
EX_tag_hs_e,Triacylglycerol (homo sapiens) exchange,Extracellular exchange,e,,extracellular
EX_hpdca_e,Heptadecanoate exchange,Extracellular exchange,e,,extracellular
EX_tag__D_e,D Tagatose exchange,Extracellular exchange,e,,extracellular
EX_ttdca_e,Tetradecanoate (n-C14:0) exchange,Extracellular exchange,e,,extracellular
EX_txa2_e,Thromboxane A2 exchange,Extracellular exchange,e,,extracellular
EX_taur_e,Taurine exchange,Extracellular exchange,e,,extracellular
EX_hspg_e,Heparan sulfate proteoglycan exchange,Extracellular exchange,e,,extracellular
EX_taxol_e,Paclitaxel exchange,Extracellular exchange,e,,extracellular
EX_tchola_e,Taurocholic acid exchange,Extracellular exchange,e,,extracellular
EX_tymsf_e,Tyramine O-sulfate exchange,Extracellular exchange,e,,extracellular
EX_tyr__L_e,L-Tyrosine exchange,Extracellular exchange,e,,extracellular
EX_udp_e,UDP exchange,Extracellular exchange,e,,extracellular
EX_tcynt_e,Thiocyanate exchange,Extracellular exchange,e,,extracellular
EX_tdchola_e,Taurochenodeoxycholate exchange,Extracellular exchange,e,,extracellular
EX_htaxol_e,Hydroxylated taxol exchange,Extracellular exchange,e,,extracellular
EX_tethex3_e,"Tetracosahexaenoic acid, n-3 exchange",Extracellular exchange,e,,extracellular
EX_ump_e,UMP exchange,Extracellular exchange,e,,extracellular
EX_ura_e,Uracil exchange,Extracellular exchange,e,,extracellular
EX_hxan_e,Hypoxanthine exchange,Extracellular exchange,e,,extracellular
EX_tetpent3_e,"Tetracosapentaenoic acid, n-3 exchange",Extracellular exchange,e,,extracellular
EX_tetpent6_e,"Tetracosapentaenoic acid, n-6 exchange",Extracellular exchange,e,,extracellular
EX_tettet6_e,Tetracosatetraenoic acid n-6 exchange,Extracellular exchange,e,,extracellular
EX_thf_e,"5,6,7,8-Tetrahydrofolate exchange",Extracellular exchange,e,,extracellular
EX_thm_e,Thiamin exchange,Extracellular exchange,e,,extracellular
EX_urate_e,Urate exchange,Extracellular exchange,e,,extracellular
EX_urea_e,Urea exchange,Extracellular exchange,e,,extracellular
EX_uri_e,Uridine exchange,Extracellular exchange,e,,extracellular
EX_utp_e,UTP exchange,Extracellular exchange,e,,extracellular
EX_thmmp_e,Thiamin monophosphate exchange,Extracellular exchange,e,,extracellular
EX_i_e,Iodide exchange,Extracellular exchange,e,,extracellular
EX_thmtp_e,Thiamin triphosphate exchange,Extracellular exchange,e,,extracellular
EX_vacc_e,Vaccenic acid exchange,Extracellular exchange,e,,extracellular
EX_val__L_e,L-Valine exchange,Extracellular exchange,e,,extracellular
EX_vitd2_e,Vitamin D2 exchange,Extracellular exchange,e,,extracellular
EX_thr__L_e,L-Threonine exchange,Extracellular exchange,e,,extracellular
EX_idp_e,IDP exchange,Extracellular exchange,e,,extracellular
EX_thym_e,Thymine exchange,Extracellular exchange,e,,extracellular
EX_vitd3_e,Vitamin D3 exchange,Extracellular exchange,e,,extracellular
EX_whddca_e,Omega hydroxy dodecanoate (n-C12:0) exchange,Extracellular exchange,e,,extracellular
EX_ile__L_e,L-Isoleucine exchange,Extracellular exchange,e,,extracellular
EX_whhdca_e,Omega hydroxy hexadecanoate (n-C16:0) exchange,Extracellular exchange,e,,extracellular
EX_whtststerone_e,W hydroxy testosterone exchange,Extracellular exchange,e,,extracellular
EX_whttdca_e,Omega hydroxy tetradecanoate (n-C14:0) exchange,Extracellular exchange,e,,extracellular
EX_imp_e,IMP exchange,Extracellular exchange,e,,extracellular
EX_xolest2_hs_e,Cholesterol ester (from FULLR2) exchange,Extracellular exchange,e,,extracellular
EX_inost_e,Myo-Inositol exchange,Extracellular exchange,e,,extracellular
EX_xolest_hs_e,Cholesterol ester exchange,Extracellular exchange,e,,extracellular
EX_xoltri24_e,"7-alpha,24(S)-Dihydroxycholesterol exchange",Extracellular exchange,e,,extracellular
2HBt2,2 hydroxybutyrate cotransport with proton,"Transport, Extracellular",e,80879 or 20503 or 20501,extracellular
EX_ins_e,Inosine exchange,Extracellular exchange,e,,extracellular
EX_xoltri25_e,"7-alpha,25-Dihydroxycholesterol exchange",Extracellular exchange,e,,extracellular
2HCO3_NAt,Bicarbonate transport (Na/HCO3 1:2 cotransport),"Transport, Extracellular",e,232156 or 54403 or 232156 or 232156 or 232156,extracellular
EX_xoltri27_e,"7-alpha,27-Dihydroxycholesterol exchange",Extracellular exchange,e,,extracellular
EX_k_e,K+ exchange,Extracellular exchange,e,,extracellular
EX_xyl__D_e,D-Xylose exchange,Extracellular exchange,e,,extracellular
2MCITt,2-methylcitrate transport via diffusion,"Transport, Extracellular",e,,extracellular
EX_ksi_e,Keratan sulfate I exchange,Extracellular exchange,e,,extracellular
2OXOADOXm,2-Oxoadipate:lipoamde 2-oxidoreductase(decarboxylating and acceptor-succinylating) (mitochondria),Lysine Metabolism,m,(18293 and (13382 and 27402) and 78920) or (18293 and (13382 and 27402) and 78920),mitochondria
EX_xylt_e,Xylitol exchange,Extracellular exchange,e,,extracellular
EX_yvite_e,Gamma-Tocopherol exchange,Extracellular exchange,e,,extracellular
SK_citr__L_c,Sink citr c,Intracellular source/sink,c,,cytosol
SK_pre_prot_r,Sink pre prot LPAREN er RPAREN ,Intracellular source/sink,r,,ER
2OXOADPTm,2-oxoadipate shuttle (cytosol/mitochondria),Tryptophan metabolism,c,217593,cytosol
34DHOXPEGt,"3,4-Dihydroxyphenylethyleneglycol transport (diffusion)","Transport, Extracellular",e,,extracellular
34DHPHAMT,"3,4-Dihydroxyphenylacetate:amet O-methyltransferase",Tyrosine metabolism,c,12846 or 12846,cytosol
10FTHF5GLUtl,"5-glutamyl-10FTHF transport, lysosomal","Transport, Lysosomal",c,,cytosol
10FTHF5GLUtm,"5-glutamyl-10FTHF transport, mitochondrial","Transport, Mitochondrial",c,,cytosol
EX_ksi_deg1_e,"Keratan sulfate I, degradation product 1 exchange",Extracellular exchange,e,,extracellular
10FTHF6GLUtl,"6-glutamyl-10FTHF transport, lysosomal","Transport, Lysosomal",c,,cytosol
34DHALDD,Aldehyde dehydrogenase  3 4 dihydroxyphenylacetaldehyde  NAD ,Tyrosine metabolism,c,11670 or 222 or 56847 or 67689,cytosol
EX_ksii_core2_e,Keratan sulfate II (core 2-linked) exchange,Extracellular exchange,e,,extracellular
34DHPLACOX_NADP,34DHPLACOX LPAREN NADP RPAREN ,Tyrosine metabolism,c,222 or 67689 or 11670,cytosol
34DHXMANDACOX,"3,4-Dihydroxymandelaldehyde:NAD+ oxidoreductase",Tyrosine metabolism,c,67689 or 11670 or 56847,cytosol
34DHXMANDACOX_NADP,"3,4-Dihydroxymandelaldehyde:NADP+ oxidoreductase",Tyrosine metabolism,c,67689 or 222,cytosol
10FTHF6GLUtm,"6-glutamyl-10FTHF transport, mitochondrial","Transport, Mitochondrial",c,,cytosol
10FTHF7GLUtl,"7-glutamyl-10FTHF transport, lysosomal","Transport, Lysosomal",c,,cytosol
34HPLFM,3  4 hydroxyphenyl  lactate formation,Ubiquinone Biosynthesis,m,,mitochondria
EX_ksii_core4_e,Keratan sulfate II (core 4-linked) exchange,Extracellular exchange,e,,extracellular
34HPPOR,4 Hydroxyphenylpyruvateoxygen oxidoreductase,Tyrosine metabolism,c,15445,cytosol
10FTHF7GLUtm,"7-glutamyl-10FTHF transport, mitochondrial","Transport, Mitochondrial",c,,cytosol
10FTHFtl,10-Formyltetrahydrofolate lysosomal transport via diffusion,"Transport, Lysosomal",c,,cytosol
10FTHFtm,10-Formyltetrahydrofolate mitochondrial transport via diffusion,"Transport, Mitochondrial",c,,cytosol
35CGMPtn,35cGMP nuclear transport,"Transport, Nuclear",c,,cytosol
11DOCRTSLtm,11-deoxycortisol intracellular transport,"Transport, Mitochondrial",c,,cytosol
3AIBTm,"L-3-aminoisobutyrate transaminase, mitochondrial","Valine, Leucine, and Isoleucine Metabolism",m,268860 or 268860,mitochondria
EX_lac__D_e,D-lactate exchange,Extracellular exchange,e,,extracellular
3AIBt,3-amino-isobutyrate transport,"Transport, Extracellular",e,,extracellular
3AIBtm,"3-amino-isobutyrate transport, mitochondrial","Transport, Mitochondrial",c,,cytosol
11DOCRTSLtr,11-deoxycortisol intracellular transport,"Transport, Endoplasmic Reticular",c,,cytosol
11DOCRTSTRNtm,11-deoxycorticosterone intracellular transport,"Transport, Mitochondrial",c,,cytosol
11DOCRTSTRNtr,11-deoxycorticosterone intracellular transport,"Transport, Endoplasmic Reticular",c,,cytosol
3DPHBH1,Hydroxylation of 3-Decaprenyl-4-hydroxybenzoate (NADH),Ubiquinone Biosynthesis,m,,mitochondria
3DPHBH2,Hydroxylation of 3-Decaprenyl-4-hydroxybenzoate (NADPH),Ubiquinone Biosynthesis,m,,mitochondria
EX_lac__L_e,L-Lactate exchange,Extracellular exchange,e,,extracellular
3DSPHR,3 Dehydrosphinganine reductase,Sphingolipid Metabolism,c,70750,cytosol
3HAO,3 hydroxyanthranilate 3 4 dioxygenase,Tryptophan metabolism,c,107766,cytosol
3HBCDm,"3-hydroxybutyryl-CoA dehydratase, mitochondrial",Butanoate Metabolism,m,52430,mitochondria
3HBCOAHLm,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial","Valine, Leucine, and Isoleucine Metabolism",m,,mitochondria
13DAMPPOX,"1,3-Diaminopropane:oxygen oxidoreductase (deaminating)",beta-Alanine metabolism,c,11754 or 76507 or 237940 or 237940,cytosol
1MNCAMti,N1-Methylnicotinamide transport,"Transport, Extracellular",e,,extracellular
1PPDCRp,"Delta1-piperideine-2-carboxylate reductase, perixosomal",Lysine Metabolism,x,,peroxisome
1a_24_25VITD2Hm,"1-alpha-Vitamin D-24,25-hydroxylase (D2)",Vitamin D,m,,mitochondria
1a_24_25VITD3Hm,"1-alpha-Vitamin D-24,25-hydroxylase (D3)",Vitamin D,m,,mitochondria
1a_25VITD2Hm,"1-alpha,24R,25-Vitamin D-hydroxylase (D2)",Vitamin D,m,,mitochondria
3HCO3_NAt,Bicarbonate transport (Na/HCO3 1:3 cotransport),"Transport, Extracellular",e,232156 or 54403 or 232156 or 232156 or 232156,extracellular
3HKYNAKGAT,3-Hydroxy-L-kynurenine:2-oxoglutarate aminotransferase,Tryptophan metabolism,c,23923 or 70266 or 23923,cytosol
1a_25VITD3Hm,"1-alpha,24R,25-Vitamin D-hydroxylase (D3)",Vitamin D,m,,mitochondria
EX_lcts_e,Lactose exchange,Extracellular exchange,e,,extracellular
24_25DHVITD2t,"24,25-Dihydroxyvitamin D2 transport from cytoplasm","Transport, Extracellular",e,,extracellular
3HLYTCL,3-Hydroxy-L-tyrosine carboxy-lyase,Tyrosine metabolism,c,13195,cytosol
24_25DHVITD2tm,"24,25-Dihydroxyvitamin D2 transport from mitochondria","Transport, Mitochondrial",c,,cytosol
EX_leu__L_e,L-Leucine exchange,Extracellular exchange,e,,extracellular
24_25DHVITD3t,"24,25-Dihydroxyvitamin D3 transport from cytoplasm","Transport, Extracellular",e,,extracellular
24_25DHVITD3tm,"24,25-Dihydroxyvitamin D3 transport from mitochondria","Transport, Mitochondrial",c,,cytosol
3HPCOAHYD,3-hydroxyisobutyryl-CoA hydrolase,beta-Alanine metabolism,c,227095 or 227095,cytosol
EX_leuktrA4_e,Leukotriene A4 exchange,Extracellular exchange,e,,extracellular
3HPPD,3-hydroxypropionate dehydrogenase,Propanoate Metabolism,c,,cytosol
3HXKYNDCL,3-Hydroxykynurenamine decarboxy-lyase,Tryptophan metabolism,c,13195,cytosol
24_25VITD2Hm,24R-Vitamin D-25-hydroxylase (D2),Vitamin D,m,13081,mitochondria
24_25VITD3Hm,24R-Vitamin D-25-hydroxylase (D3),Vitamin D,m,13081,mitochondria
3HXKYNOXDA,3-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing),Tryptophan metabolism,c,17161 or 109731,cytosol
EX_leuktrB4_e,Leukotriene B4 exchange,Extracellular exchange,e,,extracellular
3M4HDXPAC,3-Methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase,Tyrosine metabolism,c,11670 or 67689 or 222 or 56847,cytosol
3MLDAt,3MLDA extracellular transport via diffusion,"Transport, Extracellular",e,,extracellular
24NPHte,Xenobiotic transport,"Transport, Extracellular",e,,extracellular
EX_leuktrC4_e,Leukotriene C4 exchange,Extracellular exchange,e,,extracellular
25HVITD2t,25-hydroxyvitamin D2 transport from cytoplasm,"Transport, Extracellular",e,,extracellular
25HVITD2tin,25-hydroxyvitamin D2 transport in cytoplasm,"Transport, Extracellular",e,,extracellular
3MOBt2im,3-methyl-2-oxobutanoate mitochondrial transport via proton symport,"Transport, Mitochondrial",c,,cytosol
3MOPt2im,3-Methyl-2-oxopentanoate mitochondrial transport via proton symport,"Transport, Mitochondrial",c,,cytosol
3MOX4HOXPGALDOX,3-Methoxy-4-hydroxyphenylglycolaldehyde:NAD+ oxidoreductase,Tyrosine metabolism,c,222 or 56847 or 67689 or 11670,cytosol
3MOX4HOXPGALDOX_NADP,3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase,Tyrosine metabolism,c,222 or 56847 or 67689 or 11670,cytosol
3MOXTYROX,3-Methoxytyramine:oxygen oxidoreductase (deaminating),Tyrosine metabolism,c,17161 or 109731,cytosol
3NTD7l,"3'-nucleotidase (AMP), lysosome",Nucleic acid degradation,l,11432,l
25HVITD2tin_m,25-hydroxyvitamin D2 transport in mitochondria,"Transport, Mitochondrial",c,,cytosol
25HVITD2tm,25-hydroxyvitamin D2 transport from mitochondria,"Transport, Mitochondrial",c,,cytosol
25HVITD3t,25-hydroxyvitamin D3 transport from cytoplasm,"Transport, Extracellular",e,,extracellular
25HVITD3tin,25-hydroxyvitamin D3 transport in cytoplasm,"Transport, Extracellular",e,,extracellular
3SALAASPm,Cysteinesulfinate-aspartate mitochondrial shuttle,"Transport, Mitochondrial",c,50799 or 78830,cytosol
3SALACBOXL,3-Sulfino-L-alanine carboxy-lyase,Taurine and hypotaurine metabolism,c,246277 or 14415 or 14417 or 14415,cytosol
25HVITD3tin_m,25-hydroxyvitamin D3 transport in mitochondria,"Transport, Mitochondrial",c,,cytosol
EX_leuktrD4_e,Leukotriene D4 exchange,Extracellular exchange,e,,extracellular
25HVITD3tm,25-hydroxyvitamin D3 transport from mitochondria,"Transport, Mitochondrial",c,,cytosol
25VITD2Hm,1-alpha-Vitamin D-25-hydroxylase (D2),Vitamin D,m,13115,mitochondria
25VITD3Hm,1-alpha-Vitamin D-25-hydroxylase (D3),Vitamin D,m,13115,mitochondria
2AMACHYD,2-Aminoacrylate hydrolysis,"Glycine, Serine, and Threonine Metabolism",c,,cytosol
2AMACSULT,2-Aminoacrylate sulfotransferase,Cysteine Metabolism,c,,cytosol
3SALAOX,Cysteinesulfinic acid oxidase,Taurine and hypotaurine metabolism,c,,cytosol
3SALATAi,3-sulfino-alanine transaminase (irreversible),Cysteine Metabolism,c,14718,cytosol
2AMADPTm,L-2-aminoadipate shuttle (cytosol/mitochondria),Lysine Metabolism,c,217593,cytosol
EX_leuktrE4_e,Leukotriene E4 exchange,Extracellular exchange,e,,extracellular
2DR1PP,2-deoxy-D-ribose 1-phosphate phosphorylase,Pyrimidine Catabolism,c,,cytosol
3SALATAim,"3-sulfino-alanine transaminase (irreversible), mitochondrial",Cysteine Metabolism,m,14719,mitochondria
3SPYRSP,3-sulfinopyruvate hydrolase (spotaneous reaction),Cysteine Metabolism,c,,cytosol
EX_leuktrF4_e,Leukotriene F4 exchange,Extracellular exchange,e,,extracellular
3SPYRSPm,"3-sulfinopyruvate hydrolase (spotaneous reaction), mitochondrial",Cysteine Metabolism,m,,mitochondria
EX_lgnc_e,Lignoceric acid exchange,Extracellular exchange,e,,extracellular
41R1H2MAE12BOOX,"4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",Tyrosine metabolism,c,17161 or 109731,cytosol
41R2A1H12BOOX,"4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",Tyrosine metabolism,c,17161 or 109731,cytosol
EX_limnen_e,Limonene exchange,Extracellular exchange,e,,extracellular
5AOPtm,5 Aminolevulinate mitochondrial transport,Heme Biosynthesis,c,,cytosol
EX_lipoate_e,Lipoate exchange,Extracellular exchange,e,,extracellular
42A12BOOX,"4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",Tyrosine metabolism,c,109731 or 11754 or 76507 or 237940 or 237940 or 17161,cytosol
4ABUTtm,4 aminobutanoate mitochondrial transport via diffusion,"Transport, Mitochondrial",c,,cytosol
4HBZCOAFm,4 hydroxybenzoyl CoA formation,Ubiquinone Biosynthesis,m,,mitochondria
4HBZFm,4 hydroxybenzoate formation,Ubiquinone Biosynthesis,m,,mitochondria
5DHFtl,"5-glutamyl-DHF transport, lysosomal","Transport, Lysosomal",c,,cytosol
5FTHFt2,5-formyltetrahydrofolate transport via anion exchange,"Transport, Extracellular",e,20509 or 20509,extracellular
EX_lneldc_e,Linoelaidic acid exchange,Extracellular exchange,e,,extracellular
5HLTDL,5-Hydroxy-L-tryptophan decarboxy-lyase,Tryptophan metabolism,c,13195,cytosol
