query,entrez,name,symbol,alias,taxid,MGI
55981,55981,"phosphatidylinositol glycan anchor biosynthesis, class B",Pigb,Pig-b,10090,MGI:1891825
67292,67292,"phosphatidylinositol glycan anchor biosynthesis, class C",Pigc,3110030E07Rik,10090,MGI:1914542
18701,18701,"phosphatidylinositol glycan anchor biosynthesis, class F",Pigf,,10090,MGI:99462
433931,433931,"phosphatidylinositol glycan anchor biosynthesis, class G",Pigg,Gpi7,10090,MGI:3576484
110417,110417,"phosphatidylinositol glycan anchor biosynthesis, class H",Pigh,"2210416H01Rik, A930028P05Rik, PIG-H",10090,MGI:99463
329777,329777,"phosphatidylinositol glycan anchor biosynthesis, class K",Pigk,"3000001O05Rik, Gm38470, PIG-K",10090,MGI:1913863
327942,327942,"phosphatidylinositol glycan anchor biosynthesis, class L",Pigl,Gm737,10090,MGI:2681271
67556,67556,"phosphatidylinositol glycan anchor biosynthesis, class M",Pigm,"4933437L05Rik, C920011G20Rik",10090,MGI:1914806
27392,27392,"phosphatidylinositol glycan anchor biosynthesis, class N",Pign,"Gm20308, PIG-N",10090,MGI:1351629
56703,56703,"phosphatidylinositol glycan anchor biosynthesis, class O",Pigo,PIG-O,10090,MGI:1861452
56176,56176,"phosphatidylinositol glycan anchor biosynthesis, class P",Pigp,"Dcrc, Dscr5",10090,MGI:1860433
14755,14755,"phosphatidylinositol glycan anchor biosynthesis, class Q",Pigq,"Gpi1, Gpi1h, Gpi1p, Gpih",10090,MGI:1333114
276846,276846,"phosphatidylinositol glycan anchor biosynthesis, class S",Pigs,"Gm393, Gm689",10090,MGI:2687325
78928,78928,"phosphatidylinositol glycan anchor biosynthesis, class T",Pigt,"2510012P17Rik, 4930534E15Rik, CGI-06, NDAP, Ndap7",10090,MGI:1926178
228812,228812,"phosphatidylinositol glycan anchor biosynthesis, class U",Pigu,"5430426F17Rik, Cdc91l1",10090,MGI:3039607
230801,230801,"phosphatidylinositol glycan anchor biosynthesis, class V",Pigv,"B330013B03, D430024F16Rik",10090,MGI:2442480
70325,70325,"phosphatidylinositol glycan anchor biosynthesis, class W",Pigw,"2610044A17Rik, Gwt1, PIG-W",10090,MGI:1917575
72084,72084,"phosphatidylinositol glycan anchor biosynthesis, class X",Pigx,"2010319C14Rik, PIG-X",10090,MGI:1919334
239827,239827,"phosphatidylinositol glycan anchor biosynthesis, class Z",Pigz,F630022B06Rik,10090,MGI:2443822
18704,18704,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,Pik3c2a,"Cpk-m, PI3KC2",10090,MGI:1203729
240752,240752,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,Pik3c2b,"C330011J12Rik, Gm199, PI3K-C2beta, PI3KC2beta",10090,MGI:2685045
18705,18705,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,Pik3c2g,PI3K-C2-gamma,10090,MGI:1203730
225326,225326,phosphatidylinositol 3-kinase catalytic subunit type 3,Pik3c3,"5330434F23Rik, Vps34",10090,MGI:2445019
18706,18706,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",Pik3ca,"6330412C24Rik, caPI3K, p110, p110alpha",10090,MGI:1206581
74769,74769,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",Pik3cb,"1110001J02Rik, p110beta",10090,MGI:1922019
18707,18707,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",Pik3cd,"2410099E07Rik, 2610208K16Rik, p110delta",10090,MGI:1098211
30955,30955,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",Pik3cg,"5830428L06Rik, PI3Kgamma, p110gamma, p120-PI3K",10090,MGI:1353576
18708,18708,phosphoinositide-3-kinase regulatory subunit 1,Pik3r1,"PI3K, p50alpha, p55alpha, p85alpha",10090,MGI:97583
18709,18709,phosphoinositide-3-kinase regulatory subunit 2,Pik3r2,p85beta,10090,MGI:1098772
18710,18710,phosphoinositide-3-kinase regulatory subunit 3,Pik3r3,"p55, p55pik",10090,MGI:109277
320207,320207,phosphoinositide-3-kinase regulatory subunit 5,Pik3r5,"F730038I15Rik, Foap2, p101",10090,MGI:2443588
18711,18711,"phosphoinositide kinase, FYVE type zinc finger containing",Pikfyve,"5230400C17Rik, Pip5k, Pip5k3, Pipk5k3, PipkIII",10090,MGI:1335106
18718,18718,"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha",Pip4k2a,Pip5k2a,10090,MGI:1298206
108083,108083,"phosphatidylinositol-5-phosphate 4-kinase, type II, beta",Pip4k2b,"PI5P4Kbeta, Pip5k2b, c11",10090,MGI:1934234
117150,117150,"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma",Pip4k2c,Pip5k2c,10090,MGI:2152214
18720,18720,"phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha",Pip5k1a,"PI4P5K-I[a], PIP5K1-alpha, PIP5KIalpha, Pipk5a",10090,MGI:107929
18719,18719,"phosphatidylinositol-4-phosphate 5-kinase, type 1 beta",Pip5k1b,"PI4P5K-I[b], PIP5K1-beta, PIP5KIbeta, Pipk5b, STM7",10090,MGI:107930
18717,18717,"phosphatidylinositol-4-phosphate 5-kinase, type 1 gamma",Pip5k1c,Pip5kIgamma,10090,MGI:1298224
19193,19193,pipecolic acid oxidase,Pipox,"LPIPOX, Pso",10090,MGI:1197006
18770,18770,pyruvate kinase liver and red blood cell,Pklr,"Pk-1, Pk1, R-PK",10090,MGI:97604
18746,18746,"pyruvate kinase, muscle",Pkm,"Pk-2, Pk-3, Pk3, Pkm2",10090,MGI:97591
237625,237625,"phospholipase A2, group III",Pla2g3,sPLA2-III,10090,MGI:2444945
27226,27226,"phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)",Pla2g7,PAF-AH,10090,MGI:1351327
18795,18795,"phospholipase C, beta 1",Plcb1,"3110043I21Rik, Plcb, mKIAA0581",10090,MGI:97613
18796,18796,"phospholipase C, beta 2",Plcb2,"B230205M18Rik, B230399N12",10090,MGI:107465
18797,18797,"phospholipase C, beta 3",Plcb3,mKIAA4098,10090,MGI:104778
18798,18798,"phospholipase C, beta 4",Plcb4,"A930039J07Rik, C230058B11Rik",10090,MGI:107464
18799,18799,"phospholipase C, delta 1",Plcd1,,10090,MGI:97614
72469,72469,"phospholipase C, delta 3",Plcd3,"2610205J15Rik, mKIAA1964",10090,MGI:107451
18802,18802,"phospholipase C, delta 4",Plcd4,4921507K24Rik,10090,MGI:107469
74055,74055,"phospholipase C, epsilon 1",Plce1,"4933403A21Rik, PLCepsilon, Plce, mKIAA1516",10090,MGI:1921305
18803,18803,"phospholipase C, gamma 1",Plcg1,"Cded, Plc-1, Plc-gamma1, Plcg-1",10090,MGI:97615
234779,234779,"phospholipase C, gamma 2",Plcg2,"PLC-gamma-2, PLCgamma2, Plcg-2",10090,MGI:97616
269437,269437,"phospholipase C, eta 1",Plch1,"PLC-eta-1, PLCeta1, Plcl3",10090,MGI:2683547
269615,269615,"phospholipase C, eta 2",Plch2,"A930027K05Rik, PLCeta2, Plc-eta2, Plcl4",10090,MGI:2443078
433022,433022,"phosphatidylinositol-specific phospholipase C, X domain containing 2",Plcxd2,"EG433022, PLCXD-2",10090,MGI:3647874
114875,114875,"phospholipase C, zeta 1",Plcz1,"1700041H07Rik, PLCzeta",10090,MGI:2150308
18805,18805,phospholipase D1,Pld1,"Pld1a, Pld1b, mPLD1",10090,MGI:109585
18806,18806,phospholipase D2,Pld2,PLD1C,10090,MGI:892877
18822,18822,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1",Plod1,"2410042F05Rik, Lh1, Plod",10090,MGI:99907
26432,26432,"procollagen lysine, 2-oxoglutarate 5-dioxygenase 2",Plod2,"D530025C14Rik, LH2, Plod-2",10090,MGI:1347007
26433,26433,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3",Plod3,LH3,10090,MGI:1347008
114863,114863,pyridoxal phosphate binding protein,Plpbp,"1700024N20Rik, 2200002F22Rik, Prosc",10090,MGI:1891207
19012,19012,phospholipid phosphatase 1,Plpp1,"Hic53, Hpic53, LPP-1, LPP1, PAP-2a",10090,MGI:108412
50784,50784,phospholipid phosphatase 2,Plpp2,"Lpp2, PAP2-G, PAP2-gamma, PAP2c, Ppap2c",10090,MGI:1354945
67916,67916,phospholipid phosphatase 3,Plpp3,"1110003O22Rik, 2610002D05Rik, D4Bwg0538e, D4Bwg1535e, Lpp3",10090,MGI:1915166
29858,29858,phosphomannomutase 1,Pmm1,,10090,MGI:1353418
54128,54128,phosphomannomutase 2,Pmm2,,10090,MGI:1859214
68603,68603,phosphomevalonate kinase,Pmvk,"1110011E12Rik, 2900002L22Rik, PMK, PMKA, PMKASE",10090,MGI:1915853
69060,69060,pancreatic lipase,Pnlip,"1810007A24Rik, PL, PTL",10090,MGI:97722
18946,18946,pancreatic lipase related protein 1,Pnliprp1,Plrp1,10090,MGI:97723
18947,18947,pancreatic lipase-related protein 2,Pnliprp2,PLRP2,10090,MGI:1336202
18948,18948,phenylethanolamine-N-methyltransferase,Pnmt,Pent,10090,MGI:97724
667034,667034,purine-nucleoside phosphorylase 2,Pnp2,,10090,MGI:3712328
103711,103711,pyridoxine 5'-phosphate oxidase,Pnpo,,10090,MGI:2144151
67895,67895,pyrophosphatase (inorganic) 1,Ppa1,"2010317E03Rik, Pyp",10090,MGI:97831
74776,74776,pyrophosphatase (inorganic) 2,Ppa2,"1110013G13Rik, Sid6306",10090,MGI:1922026
231327,231327,phosphoribosyl pyrophosphate amidotransferase,Ppat,"5730454C12Rik, GPAT",10090,MGI:2387203
66812,66812,phosphopantothenoylcysteine decarboxylase,Ppcdc,"1810057I13Rik, 8430432M10Rik",10090,MGI:1914062
106564,106564,phosphopantothenoylcysteine synthetase,Ppcs,6330579B17Rik,10090,MGI:1915237
19044,19044,protoporphyrinogen oxidase,Ppox,Ppo,10090,MGI:104968
18477,18477,peroxiredoxin 1,Prdx1,"MSP23, NkefA, OSF-3, OSF3, PAG",10090,MGI:99523
21672,21672,peroxiredoxin 2,Prdx2,"Band-8, NkefB, PRP, PrxII, TDX1",10090,MGI:109486
11757,11757,peroxiredoxin 3,Prdx3,"Aop1, D0Tohi1, Ef2l, Mer5, Prx3",10090,MGI:88034
19125,19125,proline dehydrogenase,Prodh,"Pro-1, Pro1, Ym24d07",10090,MGI:97770
56189,56189,proline dehydrogenase (oxidase) 2,Prodh2,"2510028N04Rik, 2510038B11Rik, HYPDH, MmPOX, MmPOX1",10090,MGI:1929093
19139,19139,phosphoribosyl pyrophosphate synthetase 1,Prps1,"2310010D17Rik, PRS-I, Prps-1",10090,MGI:97775
75456,75456,phosphoribosyl pyrophosphate synthetase 1-like 1,Prps1l1,1700011K15Rik,10090,MGI:1922706
110639,110639,phosphoribosyl pyrophosphate synthetase 2,Prps2,"2610101M19Rik, Prps-2",10090,MGI:97776
107272,107272,phosphoserine aminotransferase 1,Psat1,"D8Ertd814e, EPIP, PSA, Psat",10090,MGI:2183441
100678,100678,phosphoserine phosphatase,Psph,"PSP, PSPase",10090,MGI:97788
19210,19210,phosphatidylserine synthase 1,Ptdss1,"PSS-1, mKIAA0024",10090,MGI:1276575
27388,27388,phosphatidylserine synthase 2,Ptdss2,PSS2,10090,MGI:1351664
19211,19211,phosphatase and tensin homolog,Pten,"2310035O07Rik, A130070J02Rik, B430203M17Rik, MMAC1, PTENbeta",10090,MGI:109583
19215,19215,prostaglandin D2 synthase (brain),Ptgds,"21kDa, L-PGDS, PGD2, PGDS, PGDS2",10090,MGI:99261
64292,64292,prostaglandin E synthase,Ptges,"2410099E23Rik, D2Ertd369e, Pges, mPGES, mPGES-1",10090,MGI:1927593
96979,96979,prostaglandin E synthase 2,Ptges2,"0610038H10Rik, Gbf1, Mpges2, Pges2",10090,MGI:1917592
19223,19223,prostaglandin I2 (prostacyclin) synthase,Ptgis,"Cyp8, Cyp8a1, Pgis",10090,MGI:1097156
19224,19224,prostaglandin-endoperoxide synthase 1,Ptgs1,"COX1, Cox-1, Cox-3, PGHS-1, PHS 1",10090,MGI:97797
19225,19225,prostaglandin-endoperoxide synthase 2,Ptgs2,"COX2, Cox-2, PES-2, PGHS-2, PHS II",10090,MGI:97798
19286,19286,6-pyruvoyl-tetrahydropterin synthase,Pts,PTPS,10090,MGI:1338783
209027,209027,pyrroline-5-carboxylate reductase 1,Pycr1,"P5CR 1, P5CR1",10090,MGI:2384795
69051,69051,"pyrroline-5-carboxylate reductase family, member 2",Pycr2,"1810018M05Rik, P5cr2",10090,MGI:1277956
66194,66194,pyrroline-5-carboxylate reductase 3,Pycr3,"1110058B13Rik, 2700073G24Rik, Pycrl",10090,MGI:1913444
110078,110078,brain glycogen phosphorylase,Pygb,,10090,MGI:97828
110095,110095,liver glycogen phosphorylase,Pygl,,10090,MGI:97829
19309,19309,muscle glycogen phosphorylase,Pygm,PG,10090,MGI:97830
110391,110391,quinoid dihydropteridine reductase,Qdpr,"2610008L04Rik, D5Ertd371e, Dhpr, PKU2",10090,MGI:97836
67375,67375,quinolinate phosphoribosyltransferase,Qprt,"2410027J01Rik, QPRTase",10090,MGI:1914625
71336,71336,ribokinase,Rbks,"5230400M11Rik, RBSK, RK",10090,MGI:1918586
107605,107605,retinol dehydrogenase 1 (all trans),Rdh1,,10090,MGI:1195275
98711,98711,retinol dehydrogenase 10 (all-trans),Rdh10,"3110069K09Rik, 4921506A21Rik, D1Ertd762e, m366Asp",10090,MGI:1924238
17252,17252,retinol dehydrogenase 11,Rdh11,"2610319N22Rik, Arsdr1, CGI-82, HCBP12, M42C60",10090,MGI:102581
77974,77974,retinol dehydrogenase 12,Rdh12,,10090,MGI:1925224
108841,108841,retinol dehydrogenase 13 (all-trans and 9-cis),Rdh13,8430425D21Rik,10090,MGI:1918732
105014,105014,retinol dehydrogenase 14 (all-trans and 9-cis),Rdh14,"3110030G19Rik, PAN2",10090,MGI:1920402
19682,19682,retinol dehydrogenase 5,Rdh5,"9-cis, RDH4, cRDH",10090,MGI:1201412
235033,235033,retinol dehydrogenase 8,Rdh8,"Gm182, prRDH",10090,MGI:2685028
19703,19703,renin binding protein,Renbp,"Age, Rnbp",10090,MGI:105940
19743,19743,Rhesus blood group-associated A glycoprotein,Rhag,"CD241, Rh50, Rh50A",10090,MGI:1202713
58176,58176,Rhesus blood group-associated B glycoprotein,Rhbg,,10090,MGI:1927379
66646,66646,ribulose-5-phosphate-3-epimerase,Rpe,"2810429B02Rik, 5730518J08Rik",10090,MGI:1913896
19895,19895,ribose 5-phosphate isomerase A,Rpia,RPI,10090,MGI:103254
103963,103963,ribophorin I,Rpn1,"D6Wsu137e, Rpn-1",10090,MGI:98084
20014,20014,ribophorin II,Rpn2,"1300012C06Rik, Rpn-2",10090,MGI:98085
20133,20133,ribonucleotide reductase M1,Rrm1,RnrM1,10090,MGI:98180
20135,20135,ribonucleotide reductase M2,Rrm2,R2,10090,MGI:98181
69519,69519,RWD domain containing 2A,Rwdd2a,"1700030C20Rik, Rwdd2",10090,MGI:1916769
192166,192166,sarcosine dehydrogenase,Sardh,,10090,MGI:2183102
20229,20229,spermidine/spermine N1-acetyl transferase 1,Sat1,"SSAT, Sat",10090,MGI:98233
69215,69215,spermidine/spermine N1-acetyl transferase 2,Sat2,"2610016A03Rik, SSAT-2, SSAT2",10090,MGI:1916465
235293,235293,sterol-C5-desaturase,Sc5d,"A830037K02, A830073K23Rik, Sc5dl",10090,MGI:1353611
20249,20249,stearoyl-Coenzyme A desaturase 1,Scd1,"Scd, Scd-1, ab",10090,MGI:98239
50880,50880,selenocysteine lyase,Scly,"A930015N15Rik, SCL, Scly1, Scly2, mSCL",10090,MGI:1355310
20280,20280,"sterol carrier protein 2, liver",Scp2,"NSL-TP, SCP-2, SCP-X, SCPX, ns-LTP",10090,MGI:98254
66945,66945,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)",Sdha,"1500032O14Rik, 2310034D06Rik, 4921513A11, FP, SDH2",10090,MGI:1914195
67680,67680,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)",Sdhb,0710008N11Rik,10090,MGI:1914930
66052,66052,"succinate dehydrogenase complex, subunit C, integral membrane protein",Sdhc,0610010E03Rik,10090,MGI:1913302
66925,66925,"succinate dehydrogenase complex, subunit D, integral membrane protein",Sdhd,"3110001M13Rik, AVLL5809, CII-4, PRO19626, QPs3",10090,MGI:1914175
242285,242285,"short chain dehydrogenase/reductase family 16C, member 5",Sdr16c5,"Rdhe2, Scdr9",10090,MGI:2668443
231691,231691,serine dehydratase,Sds,"4432411H13Rik, SDH",10090,MGI:98270
56529,56529,"SEC11 homolog A, signal peptidase complex subunit",Sec11a,"1810012E07Rik, 18kDa, Sec11l1, Sid2895p, Spc18",10090,MGI:1929464
66286,66286,"SEC11 homolog C, signal peptidase complex subunit",Sec11c,"1810029G24Rik, Sec11l3",10090,MGI:1913536
109079,109079,selenophosphate synthetase 1,Sephs1,"1110046B24Rik, SELD, SPS, SPS1",10090,MGI:1923580
20768,20768,selenophosphate synthetase 2,Sephs2,"Sps2, Ysg3",10090,MGI:108388
73251,73251,SET domain containing (lysine methyltransferase) 7,Setd7,"1600028F23Rik, H3K4MT, KMT7, Set7, Set7/9",10090,MGI:1920501
84505,84505,"SET domain, bifurcated 1",Setdb1,"ESET, KMT1E, mKIAA0067",10090,MGI:1934229
239122,239122,"SET domain, bifurcated 2",Setdb2,"Clld8, Gm293, KMT1F",10090,MGI:2685139
208449,208449,sphingomyelin synthase 1,Sgms1,"9530058O11Rik, Mob, Sms1, Sor1, Tmem23",10090,MGI:2444110
20397,20397,sphingosine phosphate lyase 1,Sgpl1,"D10Xrf456, S1PL, Spl",10090,MGI:1261415
81535,81535,sphingosine-1-phosphate phosphatase 1,Sgpp1,"SPP, SPP1, Spph1",10090,MGI:2135760
27029,27029,N-sulfoglucosamine sulfohydrolase (sulfamidase),Sgsh,4632406A19Rik,10090,MGI:1350341
20425,20425,serine hydroxymethyltransferase 1 (soluble),Shmt1,"Shmt, mshmt, mshmt1, mshmt2",10090,MGI:98299
108037,108037,serine hydroxymethyltransferase 2 (mitochondrial),Shmt2,"2700043D08Rik, SHMT",10090,MGI:1277989
69983,69983,sucrase isomaltase,Sis,"2010204N08Rik, SI, Si-s",10090,MGI:1917233
20493,20493,"solute carrier family 10 (sodium/bile acid cotransporter family), member 1",Slc10a1,Ntcp,10090,MGI:97379
20494,20494,"solute carrier family 10, member 2",Slc10a2,"9130221J18Rik, ASBT, IBAT, ISBT",10090,MGI:1201406
20495,20495,"solute carrier family 12, member 1",Slc12a1,"D630042G03Rik, Nkcc2, mBSC1, mNKCC2, urehr3",10090,MGI:103150
20496,20496,"solute carrier family 12, member 2",Slc12a2,"9330166H04Rik, BSC2, Nkcc1, mBSC2, mNKCC1",10090,MGI:101924
20497,20497,"solute carrier family 12, member 3",Slc12a3,"NCC, NCCT, TSC",10090,MGI:108114
20498,20498,"solute carrier family 12, member 4",Slc12a4,"KCC1, RBCKCC1",10090,MGI:1309465
57138,57138,"solute carrier family 12, member 5",Slc12a5,"KCC2, mKIAA1176",10090,MGI:1862037
107723,107723,"solute carrier family 12, member 6",Slc12a6,"9530023I19Rik, KCC3, gaxp",10090,MGI:2135960
20499,20499,"solute carrier family 12, member 7",Slc12a7,"D13Ertd261e, Kcc4",10090,MGI:1342283
55961,55961,"solute carrier family 13 (sodium/sulfate symporters), member 1",Slc13a1,"NaSi-1, Nas1",10090,MGI:1859937
20500,20500,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2",Slc13a2,"Nadc-1, Nadc1, mNaDC-1",10090,MGI:1276558
114644,114644,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3",Slc13a3,"NaC3, NaDC-3, NaDC3, SDCT2",10090,MGI:2149635
243755,243755,"solute carrier family 13 (sodium/sulfate symporters), member 4",Slc13a4,"9630060C05Rik, SUT-1, SUT1",10090,MGI:2442367
237831,237831,"solute carrier family 13 (sodium-dependent citrate transporter), member 5",Slc13a5,"Indy, NaC2/NaCT, Nact, mINDY",10090,MGI:3037150
108052,108052,"solute carrier family 14 (urea transporter), member 1",Slc14a1,"2610507K20Rik, 3021401A05Rik, UT-B, Utb1",10090,MGI:1351654
27411,27411,"solute carrier family 14 (urea transporter), member 2",Slc14a2,"UT-A1, UT-A3",10090,MGI:1351653
57738,57738,"solute carrier family 15 (H+/peptide transporter), member 2",Slc15a2,"8430408C16Rik, Pept2",10090,MGI:1890457
20501,20501,"solute carrier family 16 (monocarboxylic acid transporters), member 1",Slc16a1,Mct1,10090,MGI:106013
20502,20502,"solute carrier family 16 (monocarboxylic acid transporters), member 2",Slc16a2,"Mct8, Xpct",10090,MGI:1203732
80879,80879,"solute carrier family 16 (monocarboxylic acid transporters), member 3",Slc16a3,"Mct3, Mct4",10090,MGI:1933438
20503,20503,"solute carrier family 16 (monocarboxylic acid transporters), member 7",Slc16a7,"4921534N07Rik, 9030411M13Rik, D630004K10Rik, Mct2",10090,MGI:1330284
57274,57274,"solute carrier family 16 (monocarboxylic acid transporters), member 8",Slc16a8,Mct3,10090,MGI:1929519
20504,20504,"solute carrier family 17 (sodium phosphate), member 1",Slc17a1,"NAPI-1, Napi1, Npt1",10090,MGI:103209
105355,105355,"solute carrier family 17 (sodium phosphate), member 3",Slc17a3,Npt4,10090,MGI:2389216
319848,319848,"solute carrier family 17 (sodium phosphate), member 4",Slc17a4,9130214H05Rik,10090,MGI:2442850
235504,235504,"solute carrier family 17 (anion/sugar transporter), member 5",Slc17a5,"4631416G20Rik, 4732491M05, AST, ISSD, NSD",10090,MGI:1924105
110877,110877,"solute carrier family 18 (vesicular monoamine), member 1",Slc18a1,"4832416I10Rik, Vat1, Vmat1",10090,MGI:106684
214084,214084,"solute carrier family 18 (vesicular monoamine), member 2",Slc18a2,"1110037L13Rik, 9330105E13, Vmat2",10090,MGI:106677
20508,20508,"solute carrier family 18 (vesicular monoamine), member 3",Slc18a3,"VAChT, VAT",10090,MGI:1101061
20509,20509,"solute carrier family 19 (folate transporter), member 1",Slc19a1,"RFC, RFC-1, RFC1",10090,MGI:103182
116914,116914,"solute carrier family 19 (thiamine transporter), member 2",Slc19a2,"DDA1, THTR1, TRMA, ThTr-1",10090,MGI:1928761
80721,80721,"solute carrier family 19, member 3",Slc19a3,"A230084E24Rik, ThTr2",10090,MGI:1931307
20510,20510,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",Slc1a1,"D130048G10Rik, EAAC1, EAAC2, EAAT3, MEAAC1",10090,MGI:105083
20511,20511,"solute carrier family 1 (glial high affinity glutamate transporter), member 2",Slc1a2,"1700091C19Rik, 2900019G14Rik, Eaat2, GLT-1, GLT1",10090,MGI:101931
20512,20512,"solute carrier family 1 (glial high affinity glutamate transporter), member 3",Slc1a3,"B430115D02Rik, Eaat1, GLAST, GLAST-1, GLU-T",10090,MGI:99917
55963,55963,"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4",Slc1a4,"ASCT-1, ASCT1, SATT",10090,MGI:2135601
20514,20514,"solute carrier family 1 (neutral amino acid transporter), member 5",Slc1a5,"AAAT, ASCT2, ATBO, M7V1, M7VS1",10090,MGI:105305
20513,20513,"solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6",Slc1a6,EAAT4,10090,MGI:1096331
242607,242607,"solute carrier family 1 (glutamate transporter), member 7",Slc1a7,"A930031E15Rik, Eaat5",10090,MGI:2444087
20515,20515,"solute carrier family 20, member 1",Slc20a1,"Glvr-1, Glvr1",10090,MGI:108392
20516,20516,"solute carrier family 20, member 2",Slc20a2,"MolPit2, Pit-2, Pit2, Ram-1, Ram1",10090,MGI:97851
20517,20517,"solute carrier family 22 (organic cation transporter), member 1",Slc22a1,"Lx1, Oct1, Orct, Orct1",10090,MGI:108111
20518,20518,"solute carrier family 22 (organic cation transporter), member 2",Slc22a2,"Oct2, Orct2, mOCT2",10090,MGI:1335072
20519,20519,"solute carrier family 22 (organic cation transporter), member 3",Slc22a3,"EMT, Oct3, Orct3, Slca22a3",10090,MGI:1333817
30805,30805,"solute carrier family 22 (organic cation transporter), member 4",Slc22a4,Octn1,10090,MGI:1353479
20520,20520,"solute carrier family 22 (organic cation transporter), member 5",Slc22a5,"Lstpl, Octn2, jvs",10090,MGI:1329012
20522,20522,"solute carrier family 23 (nucleobase transporters), member 1",Slc23a1,"D18Ucla2, SVCT1, Slc23a2, YSPL3",10090,MGI:1341903
54338,54338,"solute carrier family 23 (nucleobase transporters), member 2",Slc23a2,"NBTL1, SVCT2, Slc23a1, YSPL2, YSPL3",10090,MGI:1859682
214111,214111,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 1",Slc24a1,,10090,MGI:2384871
76376,76376,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2",Slc24a2,"2810021B17Rik, 6330417K15Rik, Nckx2",10090,MGI:1923626
94249,94249,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 3",Slc24a3,NCKX3,10090,MGI:2137513
238384,238384,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 4",Slc24a4,"A930002M03Rik, NCKX4",10090,MGI:2447362
13358,13358,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1",Slc25a1,"1300019P08Rik, 2610100G11Rik, Ctp, Dgsj, Slc20a3",10090,MGI:1345283
27376,27376,"solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10",Slc25a10,Dic,10090,MGI:1353497
67863,67863,"solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11",Slc25a11,"2310022P18Rik, 2oxoc",10090,MGI:1915113
78830,78830,"solute carrier family 25 (mitochondrial carrier, Aralar), member 12",Slc25a12,"2610002D09Rik, B230107K20Rik",10090,MGI:1926080
50799,50799,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13",Slc25a13,Ctrn,10090,MGI:1354721
20523,20523,"solute carrier family 25 (mitochondrial carrier, brain), member 14",Slc25a14,"BMCP1, UCP5, UCP5L, UCP5S",10090,MGI:1330823
18408,18408,"solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15",Slc25a15,"D630044L02Rik, Ornt1",10090,MGI:1342274
73132,73132,"solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), member 16",Slc25a16,"3110021G18Rik, GDA, GDC, HGT.1, ML7",10090,MGI:1920382
71803,71803,"solute carrier family 25 (mitochondrial carrier), member 18",Slc25a18,1500015I14Rik,10090,MGI:1919053
67283,67283,"solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19",Slc25a19,"2900089E13Rik, DNC, MUP1, TPC",10090,MGI:1914533
83885,83885,"solute carrier family 25 (mitochondrial carrier, ornithine transporter) member 2",Slc25a2,Ornt2,10090,MGI:2137907
57279,57279,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20",Slc25a20,"1110007P09Rik, CAC, Cact, mCAC",10090,MGI:1928738
217593,217593,"solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21",Slc25a21,"9930033G19Rik, A630030I10",10090,MGI:2445059
68267,68267,"solute carrier family 25 (mitochondrial carrier, glutamate), member 22",Slc25a22,"1300006L01Rik, Gc1",10090,MGI:1915517
67582,67582,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 26",Slc25a26,"4930433D19Rik, 4933433F13Rik, D6Bwg0781e, Slc25a6",10090,MGI:1914832
74011,74011,"solute carrier family 25, member 27",Slc25a27,"3632410G24Rik, 9430092A03Rik, D530043E16Rik, UCP 4, Ucp4",10090,MGI:1921261
18674,18674,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3",Slc25a3,"5730556H19Rik, PTP, Phc",10090,MGI:1353498
