reaction_id,flux_scd_baseline,flux_hfd_no_microbiome,flux_hfd_with_microbiome,delta_diet,delta_microbiome,delta_total,abs_diet_contribution,abs_microbiome_contribution,variance_explained_diet,variance_explained_microbiome,effect_type,interaction,opposing_effects,cohens_d_diet,cohens_d_microbiome,diet_effect_size,microbiome_effect_size,dominant_driver,pct_diet_contribution_legacy,pct_microbiome_contribution_legacy
ARTPLM2,-0.0973622960195334,1.027947565474694,1.027947565474694,1.1253098614942274,0.0,1.1253098614942274,1.1253098614942274,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,11.557963477653209,0.0,Large,Small,Diet,100.0,0.0
ARTPLM1m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ARTPLM1,14.613440652737491,10.04772310914582,10.04772310914582,-4.565717543591671,0.0,-4.565717543591671,4.565717543591671,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,-0.3124327563978842,0.0,Medium,Small,Diet,100.0,0.0
ARTFR61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ARACHt,0.025,0.0124999999999999,0.0124999999999999,-0.012500000000000101,0.0,-0.012500000000000101,0.012500000000000101,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,-0.500000000000004,0.0,Medium,Small,Diet,100.0,0.0
ARACHDtr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ARACHDt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ARTCOAL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ASNNm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
AHEXASEly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ASNGLNNaEx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ASNCYSNaEx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ARSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ARGtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ARGt5r,0.3191790052118619,0.2130965916223292,0.2130965916223292,-0.10608241358953269,0.0,-0.10608241358953269,0.10608241358953269,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,-0.33236024881748794,0.0,Medium,Small,Diet,100.0,0.0
ASNALANaEx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
AHEXASE2ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ASCBt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ARGt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ARGSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ARGSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ASCBt,0.1,0.075,0.075,-0.02500000000000001,0.0,-0.02500000000000001,0.02500000000000001,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,-0.25000000000000006,0.0,Medium,Small,Diet,100.0,0.0
ASCBOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ASPCT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ARTFR203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ARTFR202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ARTFR13,0.0,0.4857557798060945,0.4857557798060945,0.4857557798060945,0.0,0.4857557798060945,0.4857557798060945,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,0.0,0.0,Small,Small,Diet,100.0,0.0
ASP1DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ASNtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ASNtN1,0.2439137172454573,0.1628464934917587,0.1628464934917587,-0.0810672237536986,0.0,-0.0810672237536986,0.0810672237536986,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,-0.332360248817488,0.0,Medium,Small,Diet,100.0,0.0
ASNt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ASNTHRNaEx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ASNSERNaEx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ASNS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ARTFR12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ARTFR11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ARTCOAL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
AICART,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ARTCOAL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GALT43g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GALT42g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GALT41g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GALT3g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
Asn_X_Ser_Thrtr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
A_MANASEly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
A_MANASE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
AVITE2t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
AVITE1t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ATPtx,0.2743076861767726,0.183138715346511,0.183138715346511,-0.0911689708302616,0.0,-0.0911689708302616,0.0911689708302616,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,-0.33236024881748816,0.0,Medium,Small,Diet,100.0,0.0
ATPtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ATPtm,12.930787805744076,10.405968019733962,10.405968019733962,-2.5248197860101147,0.0,-2.5248197860101147,2.5248197860101147,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,-0.19525645489971977,0.0,Small,Small,Diet,100.0,0.0
ATPasel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ASPDxt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
ASPDt6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
AIRCr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GNT35g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GNT34g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GNT33g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GNT32g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GNT31g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GNT315g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GNT314g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GNT313g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GNT312g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GNT311g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GNT310g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GNT12g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GNT11g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GALTg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GALT5g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GALT44g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BAMPPALDOXm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BAMPPALDOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BALAtmr,0.0,0.2362405953978813,0.2362405953978813,0.2362405953978813,0.0,0.2362405953978813,0.2362405953978813,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,0.0,0.0,Small,Small,Diet,100.0,0.0
BALAVECSEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BACCLm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BACCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BAAT5x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BAAT4x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BAAT3x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BAAT2x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BAAT1x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GNT51g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GNT39g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GNT38g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GNT37g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
B3GNT36g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CERK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CEPTE,0.0245522311701432,0.0163920455094099,0.0163920455094099,-0.008160185660733298,0.0,-0.008160185660733298,0.008160185660733298,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,-0.3323602488174888,0.0,Medium,Small,Diet,100.0,0.0
CEPTC,0.0651904069000354,0.0435237070422264,0.0435237070422264,-0.021666699857809002,0.0,-0.021666699857809002,0.021666699857809002,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,-0.3323602488174872,0.0,Medium,Small,Diet,100.0,0.0
CDSm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BILDGLCURtr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BILDGLCURte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BHMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BHBtm,-8.804199277871547,-7.499489768992853,-7.499489768992853,1.3047095088786937,0.0,1.3047095088786937,1.3047095088786937,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,0.14819172848097015,0.0,Small,Small,Diet,100.0,0.0
BHBt,-8.804199277871547,-7.499489768992853,-7.499489768992853,1.3047095088786937,0.0,1.3047095088786937,1.3047095088786937,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,0.14819172848097015,0.0,Small,Small,Diet,100.0,0.0
BETALDHxm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BETALDHx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BDMT_U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BDMT_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BDHm,-8.804199277871547,-7.499489768992853,-7.499489768992853,1.3047095088786937,0.0,1.3047095088786937,1.3047095088786937,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,0.14819172848097015,0.0,Small,Small,Diet,100.0,0.0
BCDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
BBHOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHOLK,0.0651904069000354,0.0435237070422264,0.0435237070422264,-0.021666699857809002,0.0,-0.021666699857809002,0.021666699857809002,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,-0.3323602488174872,0.0,Medium,Small,Diet,100.0,0.0
CHOLD2m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHOLATEt3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHOLATEt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHLtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHLPCTD,0.0651904069000354,0.0435237070422264,0.0435237070422264,-0.021666699857809002,0.0,-0.021666699857809002,0.021666699857809002,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,-0.3323602488174872,0.0,Medium,Small,Diet,100.0,0.0
CHLP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHATn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CH25H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CGMPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CGLYt3_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CERT2rt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CERT2gt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CERT1rt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CERT1gt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CITL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHTNASEe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHTNASE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHSTEROLtg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHSTEROLt3,-0.0152393158987095,-0.0101743730748061,-0.0101743730748061,0.0050649428239034015,0.0,0.0050649428239034015,0.0050649428239034015,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,0.3323602488174887,0.0,Medium,Small,Diet,100.0,0.0
CHSTEROLt2,0.0152393158987095,0.0101743730748061,0.0101743730748061,-0.0050649428239034015,0.0,-0.0050649428239034015,0.0050649428239034015,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,-0.3323602488174887,0.0,Medium,Small,Diet,100.0,0.0
CHSTEROLt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHSTEROLt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHSTEROLSULT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHOLtu,0.0651904069000354,0.0435237070422264,0.0435237070422264,-0.021666699857809002,0.0,-0.021666699857809002,0.021666699857809002,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,-0.3323602488174872,0.0,Medium,Small,Diet,100.0,0.0
CHOLtr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHOLtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHOLtg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHOLt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHOLPtl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CHOLPtg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CLOXAtex2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CLOHtex2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CLI2tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CLHCOtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CLHCO3tex2,6.373810711830732,5.135789379004485,5.135789379004485,-1.2380213328262473,0.0,-1.2380213328262473,1.2380213328262473,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,-0.1942356603920316,0.0,Small,Small,Diet,100.0,0.0
CLFORtex2,0.0152393158987095,0.0101743730748061,0.0101743730748061,-0.0050649428239034015,0.0,-0.0050649428239034015,0.0050649428239034015,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,-0.3323602488174887,0.0,Medium,Small,Diet,100.0,0.0
CLFORtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CKc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CITtbm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CITtam,-0.1519536543886161,0.0,0.0,0.1519536543886161,0.0,0.1519536543886161,0.1519536543886161,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,1.0,0.0,Large,Small,Diet,100.0,0.0
CITt4_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CITt4_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CITRtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CITMCOALm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CITMCOAHm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CYOR_u10m,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CO2tn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negligible,None,False,0.0,0.0,Small,Small,Stable,0.0,0.0
CO2tm,-20.505175296557717,-16.380778617151606,-16.380778617151606,4.124396679406111,0.0,4.124396679406111,4.124396679406111,0.0,100.0,0.0,Synergistic,Diet-dominated synergy,False,0.20113930360295382,0.0,Medium,Small,Diet,100.0,0.0
