column,group,dataset,full_name,PC1,PC2,PC3,PC4,PC5
KD_GSE248297_KD_3_Flux,KD,GSE248297,KD_GSE248297_KD_3,-2.459447431455136,-1.9858035206892866,5.42892211623972,1.8243689771959732,5.224532483912264
KD_GSE248297_KD_4_Flux,KD,GSE248297,KD_GSE248297_KD_4,-9.60116311274942,-0.4848618509644575,2.5329168458314912,0.3622175494584161,7.024854266085886
KD_GSE248297_KD_5_Flux,KD,GSE248297,KD_GSE248297_KD_5,-30.847237068330326,2.83733472606586,7.515690714563231,6.007673089633029,0.47317171332533525
WD_GSE159090_GSM4819145_WD_Male_Flux,WD,GSE159090,WD_GSE159090_GSM4819145_WD_Male,2.5163880977161015,0.24445795050967875,0.11208771438294898,-7.263315745733901,-7.819990145549552
WD_GSE159090_GSM4819155_WD_Male_Flux,WD,GSE159090,WD_GSE159090_GSM4819155_WD_Male,0.5282921149509451,-2.40429555171358,1.9462875271359579,-4.3519815778741355,-1.9852883140965443
WD_GSE159090_GSM4819156_WD_Male_Flux,WD,GSE159090,WD_GSE159090_GSM4819156_WD_Male,1.643306502250369,-6.254829681215126,4.951504565075136,-6.945782783261282,-1.7655384914011254
WD_GSE159090_GSM4819158_WD_Male_Flux,WD,GSE159090,WD_GSE159090_GSM4819158_WD_Male,3.896033812441135,-1.6780085185344382,0.1862245426267626,-5.3606217100288385,-6.440331792095472
WD_GSE159090_GSM4819164_WD_Male_Flux,WD,GSE159090,WD_GSE159090_GSM4819164_WD_Male,3.7119823380936054,1.3656004058810969,5.38993245330185,-6.223697718598771,-6.277215828927504
WD_GSE159090_GSM4819173_WD_Male_Flux,WD,GSE159090,WD_GSE159090_GSM4819173_WD_Male,0.9892896218239987,-20.097124947637617,6.32257221828613,-5.262310385411442,-0.87115393241244
WD_GSE159090_GSM4819174_WD_Male_Flux,WD,GSE159090,WD_GSE159090_GSM4819174_WD_Male,2.08613444329145,3.5836004109262825,3.875873721807912,-6.930148696915557,-8.444108715916663
WD_GSE159090_GSM4819181_WD_Male_Flux,WD,GSE159090,WD_GSE159090_GSM4819181_WD_Male,2.940771169796001,2.095038671053547,3.186802565563058,-7.961406249777166,-8.191386736233973
WD_GSE159090_GSM4819183_WD_Male_Flux,WD,GSE159090,WD_GSE159090_GSM4819183_WD_Male,1.4745664345317506,-16.113359105170563,5.259644852933097,-2.1197942498611533,2.361751139464561
WD_GSE159090_GSM4819192_WD_Male_Flux,WD,GSE159090,WD_GSE159090_GSM4819192_WD_Male,4.1916008613314,2.702775995448416,7.31861313046202,-7.302404522804315,-10.228151310222964
WD_GSE159090_GSM4819196_WD_Male_Flux,WD,GSE159090,WD_GSE159090_GSM4819196_WD_Male,1.6901629222099557,-4.740457944473466,1.7553719898172557,-4.417340393574771,-2.7655429089459735
WD_GSE159090_GSM4819201_WD_Male_Flux,WD,GSE159090,WD_GSE159090_GSM4819201_WD_Male,1.4398848846592118,-6.29569273432502,2.7122498793042373,-5.402619770763728,-3.5848409944014987
